"","eventDate","kingdom","phylum","class","order","family","genus","species","month","day","year"
"2013","2013-04-28T14:00:00Z","Animalia","Chordata","Aves","Charadriiformes","Laridae","Thalasseus","Thalasseus bergii",4,29,2013
"2015","2014-10-23T13:00:00Z","Animalia","Chordata","Aves","Passeriformes","Meliphagidae","Melithreptus","Melithreptus albogularis",10,24,2014
"2040","2014-07-05T14:00:00Z","Animalia","Chordata","Aves","Charadriiformes","Laridae","Chroicocephalus","Chroicocephalus novaehollandiae",7,6,2014
"2042","2013-10-13T13:00:00Z","Animalia","Chordata","Actinopterygii","Anguilliformes","Anguillidae","Anguilla","Anguilla reinhardtii",10,14,2013
"2081","2016-10-17T13:00:00Z","Animalia","Chordata","Aves","Charadriiformes","Burhinidae","Burhinus","Burhinus grallarius",10,18,2016
"2086","2011-04-14T14:00:00Z","Animalia","Chordata","Actinopterygii","Anguilliformes","Anguillidae","Anguilla","Anguilla reinhardtii",4,15,2011
"2088","2012-07-18T14:00:00Z","Animalia","Chordata","Aves","Charadriiformes","Haematopodidae","Haematopus","Haematopus longirostris",7,19,2012
"2096","2015-07-15T14:00:00Z","Animalia","Chordata","Aves","Ciconiiformes","Threskiornithidae","Threskiornis","Threskiornis spinicollis",7,16,2015
"2098","2010-07-15T14:00:00Z","Animalia","Chordata","Mammalia","Chiroptera","Pteropodidae","Pteropus","Pteropus poliocephalus",7,16,2010
"2100","2016-01-21T13:00:00Z","Animalia","Chordata","Aves","Passeriformes","Artamidae","Strepera","Strepera graculina",1,22,2016
"2101","2012-10-16T13:00:00Z","Animalia","Chordata","Aves","Pelecaniformes","Pelecanidae","Pelecanus","Pelecanus conspicillatus",10,17,2012
"2103","2013-10-27T13:00:00Z","Animalia","Chordata","Actinopterygii","Cyprinodontiformes","Poeciliidae","Gambusia","Gambusia holbrooki",10,28,2013
"2124","2015-09-19T14:00:00Z","Animalia","Chordata","Aves","Falconiformes","Accipitridae","Accipiter","Accipiter novaehollandiae",9,20,2015
"2127","2011-07-14T14:00:00Z","Animalia","Chordata","Mammalia","Chiroptera","Pteropodidae","Pteropus","Pteropus poliocephalus",7,15,2011
"2129","2013-10-27T13:00:00Z","Animalia","Chordata","Actinopterygii","Anguilliformes","Anguillidae","Anguilla","Anguilla reinhardtii",10,28,2013
"2132","2012-07-12T14:00:00Z","Animalia","Chordata","Aves","Psittaciformes","Psittacidae","Trichoglossus","Trichoglossus haematodus",7,13,2012
"2133","2017-07-24T14:00:00Z","Animalia","Chordata","Aves","Ciconiiformes","Ardeidae","Egretta","Egretta garzetta",7,25,2017
"2134","2013-04-21T14:00:00Z","Animalia","Chordata","Actinopterygii","Siluriformes","Plotosidae","Tandanus","Tandanus tandanus",4,22,2013
"2135","2012-04-11T14:00:00Z","Animalia","Chordata","Amphibia","Anura","Bufonidae","Rhinella","Rhinella marina",4,12,2012
"2142","2012-10-01T14:00:00Z","Animalia","Chordata","Actinopterygii","Cyprinodontiformes","Poeciliidae","Gambusia","Gambusia holbrooki",10,2,2012
"2144","2015-04-16T14:00:00Z","Animalia","Chordata","Aves","Charadriiformes","Scolopacidae","Calidris","Calidris ruficollis",4,17,2015
"2145","2013-04-28T14:00:00Z","Animalia","Chordata","Aves","Charadriiformes","Haematopodidae","Haematopus","Haematopus longirostris",4,29,2013
"2147","2011-07-14T14:00:00Z","Animalia","Chordata","Mammalia","Chiroptera","Pteropodidae","Pteropus","Pteropus alecto",7,15,2011
"2148","2013-10-27T13:00:00Z","Animalia","Chordata","Actinopterygii","Perciformes","Eleotridae","Mogurnda","Mogurnda adspersa",10,28,2013
"2185","2015-08-05T14:00:00Z","Animalia","Chordata","Aves","Gruiformes","Rallidae","Lewinia","Lewinia pectoralis",8,6,2015
"2190","2014-04-19T14:00:00Z","Animalia","Chordata","Aves","Passeriformes","Estrildidae","Lonchura","Lonchura castaneothorax",4,20,2014
"2262","2017-07-03T14:00:00Z","Animalia","Chordata","Aves","Gruiformes","Rallidae","Lewinia","Lewinia pectoralis",7,4,2017
"2264","2014-04-06T14:00:00Z","Animalia","Chordata","Actinopterygii","Cypriniformes","Cyprinidae","Cyprinus","Cyprinus carpio",4,7,2014
"2334","2015-10-30T13:00:00Z","Animalia","Chordata","Aves","Coraciiformes","Halcyonidae","","",10,31,2015
"1017","2016-10-19T13:00:00Z","Animalia","Chordata","Aves","Charadriiformes","Charadriidae","Vanellus","Vanellus miles",10,20,2016
"385","2011-12-15T13:00:00Z","Animalia","Chordata","Mammalia","Chiroptera","Pteropodidae","Pteropus","Pteropus alecto",12,16,2011
"414","2010-03-09T13:00:00Z","Animalia","Chordata","Aves","Passeriformes","Meliphagidae","Manorina","Manorina melanocephala",3,10,2010
"552","2013-09-12T14:00:00Z","Animalia","Chordata","Aves","Gruiformes","Rallidae","Porphyrio","Porphyrio porphyrio",9,13,2013
"995","2016-01-21T13:00:00Z","Animalia","Chordata","Aves","Columbiformes","Columbidae","","",1,22,2016
"1011","2010-04-18T14:00:00Z","Animalia","Chordata","Actinopterygii","Atheriniformes","Melanotaeniidae","Melanotaenia","Melanotaenia duboulayi",4,19,2010
"1028","2011-09-03T14:00:00Z","Animalia","Chordata","Aves","Passeriformes","Meliphagidae","Philemon","Philemon corniculatus",9,4,2011
"1262","2012-04-09T14:00:00Z","Animalia","Chordata","Actinopterygii","Siluriformes","Plotosidae","Tandanus","Tandanus tandanus",4,10,2012
"1682","2015-01-03T13:00:00Z","Animalia","Chordata","Aves","Charadriiformes","Scolopacidae","Limosa","Limosa lapponica",1,4,2015
"1709","2011-04-14T14:00:00Z","Animalia","Chordata","Actinopterygii","Cyprinodontiformes","Poeciliidae","Xiphophorus","Xiphophorus hellerii",4,15,2011
"1773","2011-04-20T14:00:00Z","Animalia","Chordata","Actinopterygii","Perciformes","Eleotridae","Hypseleotris","Hypseleotris compressa",4,21,2011
"1820","2015-01-12T13:00:00Z","Animalia","Chordata","Aves","Passeriformes","Corvidae","Corvus","Corvus orru",1,13,2015
"1845","2016-01-21T13:00:00Z","Animalia","Chordata","Aves","Passeriformes","Pittidae","Pitta","Pitta versicolor",1,22,2016
"1960","2011-07-08T14:00:00Z","Animalia","Chordata","Aves","Falconiformes","Accipitridae","Haliastur","Haliastur sphenurus",7,9,2011
"2052","2014-10-24T13:00:00Z","Animalia","Chordata","Mammalia","Chiroptera","Molossidae","Austronomus","Austronomus australis",10,25,2014
"2158","2010-10-26T13:00:00Z","Animalia","Chordata","Aves","Columbiformes","Columbidae","Columba","Columba livia",10,27,2010
"2162","2012-04-19T14:00:00Z","Animalia","Chordata","Actinopterygii","Cyprinodontiformes","Poeciliidae","Xiphophorus","Xiphophorus maculatus",4,20,2012
"2284","2013-10-13T13:00:00Z","Animalia","Chordata","Actinopterygii","Perciformes","Eleotridae","Hypseleotris","Hypseleotris compressa",10,14,2013
"1090","2014-10-23T13:00:00Z","Animalia","Chordata","Mammalia","Chiroptera","Miniopteridae","Miniopterus","Miniopterus australis",10,24,2014
"1271","2012-07-18T14:00:00Z","Plantae","Charophyta","Equisetopsida","Liliales","Smilacaceae","Smilax","Smilax australis",7,19,2012
"1292","2013-04-21T14:00:00Z","Animalia","Chordata","Actinopterygii","Perciformes","Cichlidae","Oreochromis","Oreochromis mossambicus",4,22,2013
"1315","2010-12-22T13:00:00Z","Animalia","Chordata","Amphibia","Anura","Hylidae","Litoria","Litoria dentata",12,23,2010
"1354","2012-04-11T14:00:00Z","Animalia","Chordata","Mammalia","Chiroptera","Miniopteridae","Miniopterus","Miniopterus australis",4,12,2012
"3","2010-09-17T16:00:00Z","Animalia","Chordata","Reptilia","Squamata","Agamidae","Intellagama","Intellagama lesueurii",9,18,2010
"6","2013-06-06T01:12:00Z","Plantae","Charophyta","Equisetopsida","Malvales","Malvaceae","Brachychiton","Brachychiton acerifolius",6,6,2013
"14","2011-03-16T00:15:00Z","Animalia","Chordata","Reptilia","Squamata","Agamidae","Intellagama","Intellagama lesueurii",3,16,2011
"18","2011-06-02T23:30:00Z","Animalia","Chordata","Aves","Passeriformes","Artamidae","Cracticus","Cracticus nigrogularis",6,3,2011
"19","2012-06-06T06:28:00Z","Plantae","Charophyta","Equisetopsida","Asparagales","Doryanthaceae","Doryanthes","Doryanthes excelsa",6,6,2012
"22","2010-12-25T16:00:00Z","Animalia","Chordata","Amphibia","Anura","Limnodynastidae","Limnodynastes","Limnodynastes peronii",12,26,2010
"26","2012-06-11T08:42:00Z","Animalia","Chordata","Mammalia","Chiroptera","Pteropodidae","Pteropus","Pteropus alecto",6,11,2012
"29","2012-03-29T03:45:00Z","Animalia","Chordata","Reptilia","Squamata","Agamidae","Intellagama","Intellagama lesueurii",3,29,2012
"30","2010-12-14T16:00:00Z","Animalia","Chordata","Aves","Cuculiformes","Cuculidae","Scythrops","Scythrops novaehollandiae",12,15,2010
"39","2012-06-06T06:29:00Z","Plantae","Charophyta","Equisetopsida","Malvales","Malvaceae","Brachychiton","Brachychiton acerifolius",6,6,2012
"41","2010-01-06T16:00:00Z","Plantae","Charophyta","Equisetopsida","Lamiales","Bignoniaceae","Jacaranda","Jacaranda mimosifolia",1,7,2010
"43","2012-07-21T11:34:00Z","Plantae","Charophyta","Equisetopsida","Asparagales","Doryanthaceae","Doryanthes","Doryanthes excelsa",7,21,2012
"44","2011-01-07T16:00:00Z","Animalia","Chordata","Aves","Passeriformes","Rhipiduridae","Rhipidura","Rhipidura leucophrys",1,8,2011
"51","2012-10-17T04:56:00Z","Plantae","Charophyta","Equisetopsida","Fabales","Fabaceae","Delonix","Delonix regia",10,17,2012
"52","2011-01-08T16:00:00Z","Animalia","Arthropoda","Insecta","Lepidoptera","Papilionidae","Papilio","Papilio anactus",1,9,2011
"72","2013-06-06T01:17:00Z","Plantae","Charophyta","Equisetopsida","Fabales","Fabaceae","Delonix","Delonix regia",6,6,2013
"89","2013-02-13T07:55:00Z","Plantae","Charophyta","Equisetopsida","Lamiales","Bignoniaceae","Jacaranda","Jacaranda mimosifolia",2,13,2013
"95","2013-09-30T04:00:00Z","Animalia","Chordata","Aves","Passeriformes","Artamidae","Gymnorhina","Gymnorhina tibicen",9,30,2013
"454","2011-06-07T14:00:00Z","Animalia","Chordata","Aves","Charadriiformes","Burhinidae","Burhinus","Burhinus grallarius",6,8,2011
"540","2014-09-29T14:00:00Z","Animalia","Chordata","Mammalia","Chiroptera","Vespertilionidae","Vespadelus","Vespadelus darlingtoni",9,30,2014
"1713","2011-01-01T13:00:00Z","Animalia","Chordata","Amphibia","Anura","Bufonidae","Rhinella","Rhinella marina",1,2,2011
"1714","2015-01-03T13:00:00Z","Animalia","Chordata","Aves","Gruiformes","Rallidae","Porphyrio","Porphyrio porphyrio",1,4,2015
"1715","2013-04-18T14:00:00Z","Animalia","Chordata","Actinopterygii","Perciformes","Eleotridae","Hypseleotris","Hypseleotris compressa",4,19,2013
"1716","2011-10-19T13:00:00Z","Animalia","Chordata","Mammalia","Chiroptera","Pteropodidae","Pteropus","Pteropus poliocephalus",10,20,2011
"1740","2013-10-13T13:00:00Z","Animalia","Chordata","Actinopterygii","Perciformes","Eleotridae","Hypseleotris","Hypseleotris galii",10,14,2013
"1867","2014-07-05T14:00:00Z","Animalia","Chordata","Aves","Ciconiiformes","Threskiornithidae","Threskiornis","Threskiornis moluccus",7,6,2014
"1868","2012-07-18T14:00:00Z","Animalia","Chordata","Aves","Ciconiiformes","Ardeidae","Ardea","Ardea ibis",7,19,2012
"1869","2016-04-05T14:00:00Z","Animalia","Chordata","Aves","Gruiformes","Rallidae","Lewinia","Lewinia pectoralis",4,6,2016
"1871","2015-07-05T14:00:00Z","Animalia","Chordata","Aves","Charadriiformes","Scolopacidae","Calidris","Calidris ruficollis",7,6,2015
"1887","2016-07-24T14:00:00Z","Animalia","Chordata","Aves","Charadriiformes","Scolopacidae","Numenius","Numenius madagascariensis",7,25,2016
"2072","2015-07-15T14:00:00Z","Animalia","Chordata","Aves","Pelecaniformes","Phalacrocoracidae","Microcarbo","Microcarbo melanoleucos",7,16,2015
"2084","2012-07-21T14:00:00Z","Animalia","Chordata","Aves","Psittaciformes","Cacatuidae","Calyptorhynchus","Calyptorhynchus lathami",7,22,2012
"2097","2016-10-02T13:00:00Z","Animalia","Chordata","Amphibia","Anura","Hylidae","Litoria","Litoria rubella",10,3,2016
"2193","2010-04-17T14:00:00Z","Animalia","Chordata","Reptilia","Squamata","Elapidae","Cryptophis","Cryptophis nigrescens",4,18,2010
"2198","2012-10-14T13:00:00Z","Animalia","Chordata","Actinopterygii","Perciformes","Eleotridae","Gobiomorphus","Gobiomorphus australis",10,15,2012
"2199","2010-10-22T13:00:00Z","Animalia","Chordata","Aves","Columbiformes","Columbidae","Geopelia","Geopelia humeralis",10,23,2010
"2210","2010-05-12T14:00:00Z","Animalia","Arthropoda","Insecta","Lepidoptera","Nymphalidae","Danaus","Danaus plexippus",5,13,2010
"2219","2011-04-10T14:00:00Z","Animalia","Chordata","Actinopterygii","Mugiliformes","Mugilidae","Mugil","Mugil cephalus",4,11,2011
"2222","2014-07-05T14:00:00Z","Animalia","Chordata","Aves","Passeriformes","Meliphagidae","Myzomela","Myzomela sanguinolenta",7,6,2014
"2226","2010-05-12T14:00:00Z","Animalia","Chordata","Aves","Psittaciformes","Psittacidae","Parvipsitta","Parvipsitta pusilla",5,13,2010
"2229","2011-01-22T13:00:00Z","Animalia","Chordata","Mammalia","Chiroptera","Pteropodidae","Pteropus","Pteropus alecto",1,23,2011
"2269","2010-07-10T14:00:00Z","Animalia","Chordata","Aves","Charadriiformes","Scolopacidae","Limosa","Limosa lapponica",7,11,2010
"105","2012-08-01T08:13:00Z","Plantae","Charophyta","Equisetopsida","Proteales","Proteaceae","Grevillea","Grevillea robusta",8,1,2012
"47","2013-06-06T01:15:00Z","Plantae","Charophyta","Equisetopsida","Proteales","Proteaceae","Grevillea","Grevillea robusta",6,6,2013
"412","2014-03-30T13:00:00Z","Animalia","Chordata","Actinopterygii","Mugiliformes","Mugilidae","Mugil","Mugil cephalus",3,31,2014
"3938","2010-11-19T13:00:00Z","Animalia","Chordata","Aves","Columbiformes","Columbidae","Streptopelia","Streptopelia chinensis",11,20,2010
"1524","2011-04-20T14:00:00Z","Animalia","Chordata","Actinopterygii","Atheriniformes","Atherinidae","Craterocephalus","Craterocephalus stercusmuscarum",4,21,2011
"1525","2011-04-14T14:00:00Z","Animalia","Chordata","Mammalia","Chiroptera","Pteropodidae","Pteropus","Pteropus alecto",4,15,2011
"1527","2014-04-24T14:00:00Z","Animalia","Chordata","Reptilia","Squamata","Scincidae","Eulamprus","Eulamprus quoyii",4,25,2014
"1528","2010-04-11T14:00:00Z","Animalia","Chordata","Actinopterygii","Cyprinodontiformes","Poeciliidae","Xiphophorus","Xiphophorus maculatus",4,12,2010
"994","2016-07-24T14:00:00Z","Animalia","Chordata","Aves","Charadriiformes","Haematopodidae","Haematopus","Haematopus longirostris",7,25,2016
"1040","2013-10-27T13:00:00Z","Animalia","Chordata","Actinopterygii","Perciformes","Eleotridae","Gobiomorphus","Gobiomorphus australis",10,28,2013
"1071","2012-03-12T13:00:00Z","Animalia","Chordata","Aves","Charadriiformes","Burhinidae","Burhinus","Burhinus grallarius",3,13,2012
"1083","2010-10-21T13:00:00Z","Animalia","Chordata","Aves","Passeriformes","Artamidae","Strepera","Strepera graculina",10,22,2010
"1195","2012-09-08T14:00:00Z","Animalia","Chordata","Aves","Passeriformes","Meliphagidae","Manorina","Manorina melanophrys",9,9,2012
"1263","2011-01-01T13:00:00Z","Animalia","Chordata","Amphibia","Anura","Hylidae","Litoria","Litoria peronii",1,2,2011
"40","2012-03-29T03:46:00Z","Animalia","Chordata","Reptilia","Squamata","Scincidae","Eulamprus","Eulamprus quoyii",3,29,2012
"1006","2017-06-25T14:00:00Z","Animalia","Chordata","Aves","Gruiformes","Rallidae","Lewinia","Lewinia pectoralis",6,26,2017
"1078","2014-09-06T14:00:00Z","Animalia","Chordata","Aves","Passeriformes","Campephagidae","Coracina","Coracina novaehollandiae",9,7,2014
"1118","2016-01-21T13:00:00Z","Animalia","Chordata","Aves","Columbiformes","Columbidae","Geopelia","Geopelia humeralis",1,22,2016
"1162","2011-09-03T14:00:00Z","Animalia","Chordata","Aves","Charadriiformes","Charadriidae","Vanellus","Vanellus miles",9,4,2011
"1238","2013-01-02T13:00:00Z","Animalia","Arthropoda","Insecta","Odonata","Libellulidae","Orthetrum","Orthetrum caledonicum",1,3,2013
"4095","2015-02-01T13:00:00Z","Animalia","Chordata","Aves","Passeriformes","Meliphagidae","Philemon","Philemon corniculatus",2,2,2015
"1235","2015-04-06T14:00:00Z","Animalia","Chordata","Aves","Charadriiformes","Laridae","Chroicocephalus","Chroicocephalus novaehollandiae",4,7,2015
"1318","2012-10-21T13:00:00Z","Animalia","Chordata","Actinopterygii","Cyprinodontiformes","Poeciliidae","Gambusia","Gambusia holbrooki",10,22,2012
"1702","2015-01-03T13:00:00Z","Animalia","Chordata","Aves","Pelecaniformes","Phalacrocoracidae","Phalacrocorax","Phalacrocorax sulcirostris",1,4,2015
"1710","2010-10-29T13:00:00Z","Animalia","Chordata","Aves","Passeriformes","Corvidae","Corvus","Corvus orru",10,30,2010
"1717","2014-04-10T14:00:00Z","Animalia","Chordata","Actinopterygii","Anguilliformes","Anguillidae","Anguilla","Anguilla reinhardtii",4,11,2014
"1724","2010-10-14T13:00:00Z","Animalia","Chordata","Mammalia","Chiroptera","Pteropodidae","Pteropus","Pteropus alecto",10,15,2010
"1730","2010-04-29T14:00:00Z","Animalia","Chordata","Actinopterygii","Anguilliformes","Anguillidae","Anguilla","Anguilla reinhardtii",4,30,2010
"1732","2015-10-30T13:00:00Z","Animalia","Chordata","Aves","Charadriiformes","Haematopodidae","Haematopus","Haematopus longirostris",10,31,2015
"1764","2016-10-19T13:00:00Z","Animalia","Chordata","Aves","Charadriiformes","Laridae","Hydroprogne","Hydroprogne caspia",10,20,2016
"1771","2010-10-27T13:00:00Z","Animalia","Chordata","Actinopterygii","Perciformes","Ambassidae","Ambassis","Ambassis agassizii",10,28,2010
"1891","2014-07-05T14:00:00Z","Animalia","Chordata","Aves","Psittaciformes","Psittacidae","Trichoglossus","Trichoglossus haematodus",7,6,2014
"1893","2011-04-14T14:00:00Z","Animalia","Chordata","Actinopterygii","Atheriniformes","Melanotaeniidae","Melanotaenia","Melanotaenia duboulayi",4,15,2011
"1894","2010-04-15T14:00:00Z","Animalia","Chordata","Mammalia","Chiroptera","Pteropodidae","Pteropus","Pteropus alecto",4,16,2010
"1903","2013-10-20T13:00:00Z","Animalia","Chordata","Aves","Charadriiformes","Charadriidae","Vanellus","Vanellus miles",10,21,2013
"1904","2012-10-16T13:00:00Z","Animalia","Chordata","Aves","Gruiformes","Rallidae","Gallirallus","Gallirallus philippensis",10,17,2012
"1973","2015-04-06T14:00:00Z","Animalia","Chordata","Aves","Pelecaniformes","Phalacrocoracidae","Phalacrocorax","Phalacrocorax varius",4,7,2015
"1977","2010-05-20T14:00:00Z","Animalia","Chordata","Mammalia","Chiroptera","Pteropodidae","Pteropus","Pteropus alecto",5,21,2010
"1981","2015-04-06T14:00:00Z","Animalia","Chordata","Aves","Charadriiformes","Charadriidae","Charadrius","Charadrius bicinctus",4,7,2015
"2003","2015-04-16T14:00:00Z","Animalia","Chordata","Aves","Charadriiformes","Laridae","Gelochelidon","Gelochelidon nilotica",4,17,2015
"2005","2015-01-08T13:00:00Z","Animalia","Chordata","Aves","Charadriiformes","Laridae","Chroicocephalus","Chroicocephalus novaehollandiae",1,9,2015
"2143","2010-06-30T14:00:00Z","Animalia","Chordata","Aves","Ciconiiformes","Ardeidae","Egretta","Egretta novaehollandiae",7,1,2010
"2151","2012-10-14T13:00:00Z","Animalia","Chordata","Actinopterygii","Mugiliformes","Mugilidae","Mugil","Mugil cephalus",10,15,2012
"2172","2011-10-20T13:00:00Z","Animalia","Chordata","Actinopterygii","Atheriniformes","Melanotaeniidae","Melanotaenia","Melanotaenia duboulayi",10,21,2011
"2224","2012-07-18T14:00:00Z","Animalia","Chordata","Aves","Charadriiformes","Laridae","Chroicocephalus","Chroicocephalus novaehollandiae",7,19,2012
"2225","2011-01-01T13:00:00Z","Animalia","Chordata","Amphibia","Anura","Hylidae","Litoria","Litoria wilcoxii",1,2,2011
"2227","2010-04-11T14:00:00Z","Animalia","Chordata","Actinopterygii","Anguilliformes","Anguillidae","Anguilla","Anguilla reinhardtii",4,12,2010
"2228","2011-10-02T13:00:00Z","Animalia","Chordata","Actinopterygii","Perciformes","Eleotridae","Mogurnda","Mogurnda adspersa",10,3,2011
"2248","2015-04-16T14:00:00Z","Animalia","Chordata","Aves","Falconiformes","Accipitridae","Pandion","Pandion cristatus",4,17,2015
"2249","2011-05-13T14:00:00Z","Plantae","Charophyta","Equisetopsida","Poales","Poaceae","Chloris","Chloris gayana",5,14,2011
"2251","2012-08-10T14:00:00Z","Animalia","Chordata","Aves","Passeriformes","Meliphagidae","Myzomela","Myzomela sanguinolenta",8,11,2012
"2293","2015-01-12T13:00:00Z","Animalia","Chordata","Aves","Columbiformes","Columbidae","Geopelia","Geopelia humeralis",1,13,2015
"2297","2011-02-07T13:00:00Z","Animalia","Chordata","Amphibia","Anura","Hylidae","Litoria","Litoria gracilenta",2,8,2011
"2298","2013-04-02T13:00:00Z","Animalia","Chordata","Reptilia","Squamata","Elapidae","Cacophis","Cacophis krefftii",4,3,2013
"2300","2015-01-03T13:00:00Z","Animalia","Chordata","Aves","Passeriformes","Monarchidae","Grallina","Grallina cyanoleuca",1,4,2015
"2305","2011-04-26T14:00:00Z","Animalia","Chordata","Actinopterygii","Perciformes","Cichlidae","Oreochromis","Oreochromis mossambicus",4,27,2011
"2306","2010-07-15T14:00:00Z","Animalia","Chordata","Mammalia","Chiroptera","Pteropodidae","Pteropus","Pteropus poliocephalus",7,16,2010
"2312","2014-07-05T14:00:00Z","Animalia","Chordata","Aves","Pelecaniformes","Pelecanidae","Pelecanus","Pelecanus conspicillatus",7,6,2014
"2433","2011-04-20T14:00:00Z","Animalia","Chordata","Actinopterygii","Cyprinodontiformes","Poeciliidae","Xiphophorus","Xiphophorus hellerii",4,21,2011
"2441","2012-10-14T13:00:00Z","Animalia","Chordata","Actinopterygii","Perciformes","Eleotridae","Hypseleotris","Hypseleotris galii",10,15,2012
"2442","2012-10-16T13:00:00Z","Animalia","Chordata","Aves","Ciconiiformes","Threskiornithidae","Threskiornis","Threskiornis moluccus",10,17,2012
"2446","2011-04-10T14:00:00Z","Animalia","Chordata","Actinopterygii","Clupeiformes","Clupeidae","Nematalosa","Nematalosa erebi",4,11,2011
"475","2017-06-25T14:00:00Z","Animalia","Chordata","Aves","Gruiformes","Rallidae","Lewinia","Lewinia pectoralis",6,26,2017
"4115","2011-02-17T13:00:00Z","Animalia","Chordata","Mammalia","Chiroptera","Pteropodidae","Pteropus","Pteropus alecto",2,18,2011
"4138","2011-05-20T14:00:00Z","Animalia","Chordata","Reptilia","Squamata","Pythonidae","Morelia","Morelia spilota",5,21,2011
"1842","2014-07-05T14:00:00Z","Animalia","Chordata","Aves","Falconiformes","Accipitridae","Haliastur","Haliastur sphenurus",7,6,2014
"1846","2010-04-18T14:00:00Z","Animalia","Chordata","Actinopterygii","Perciformes","Eleotridae","Philypnodon","Philypnodon macrostomus",4,19,2010
"1850","2011-04-13T14:00:00Z","Animalia","Chordata","Mammalia","Chiroptera","Pteropodidae","Pteropus","Pteropus alecto",4,14,2011
"1913","2013-11-13T13:00:00Z","Animalia","Chordata","Aves","Turniciformes","Turnicidae","Turnix","Turnix varius",11,14,2013
"2154","2010-04-11T14:00:00Z","Animalia","Chordata","Actinopterygii","Cyprinodontiformes","Poeciliidae","Gambusia","Gambusia holbrooki",4,12,2010
"2184","2017-07-24T14:00:00Z","Animalia","Chordata","Aves","Charadriiformes","Scolopacidae","Limosa","Limosa lapponica",7,25,2017
"2213","2010-07-15T14:00:00Z","Animalia","Chordata","Mammalia","Chiroptera","Pteropodidae","Pteropus","Pteropus poliocephalus",7,16,2010
"2395","2013-04-28T14:00:00Z","Animalia","Chordata","Aves","Charadriiformes","Laridae","Thalasseus","Thalasseus bergii",4,29,2013
"2398","2013-04-21T14:00:00Z","Animalia","Chordata","Actinopterygii","Perciformes","Eleotridae","Hypseleotris","Hypseleotris galii",4,22,2013
"2464","2010-10-21T13:00:00Z","Animalia","Chordata","Actinopterygii","Perciformes","Eleotridae","Hypseleotris","Hypseleotris galii",10,22,2010
"432","2011-06-16T14:00:00Z","Animalia","Chordata","Mammalia","Chiroptera","Pteropodidae","Pteropus","Pteropus poliocephalus",6,17,2011
"461","2010-03-04T13:00:00Z","Animalia","Chordata","Reptilia","Squamata","Pythonidae","Morelia","Morelia spilota",3,5,2010
"1135","2013-10-07T13:00:00Z","Animalia","Chordata","Actinopterygii","Cypriniformes","Cyprinidae","Cyprinus","Cyprinus carpio",10,8,2013
"1152","2012-10-14T13:00:00Z","Animalia","Chordata","Actinopterygii","Perciformes","Eleotridae","Hypseleotris","Hypseleotris compressa",10,15,2012
"1224","2010-04-29T14:00:00Z","Animalia","Chordata","Actinopterygii","Perciformes","Cichlidae","Oreochromis","Oreochromis mossambicus",4,30,2010
"984","2011-10-06T13:00:00Z","Animalia","Chordata","Mammalia","Diprotodontia","Phalangeridae","Trichosurus","Trichosurus vulpecula",10,7,2011
"990","2013-12-21T13:00:00Z","Animalia","Chordata","Aves","Psittaciformes","Psittacidae","Platycercus","Platycercus adscitus",12,22,2013
"1020","2011-01-01T13:00:00Z","Animalia","Chordata","Aves","Columbiformes","Columbidae","Streptopelia","Streptopelia chinensis",1,2,2011
"1056","2011-10-24T13:00:00Z","Animalia","Chordata","Actinopterygii","Mugiliformes","Mugilidae","Mugil","Mugil cephalus",10,25,2011
"1060","2012-07-18T14:00:00Z","Plantae","Charophyta","Equisetopsida","Lamiales","Bignoniaceae","Pandorea","Pandorea pandorana",7,19,2012
"1154","2014-03-22T13:00:00Z","Animalia","Chordata","Aves","Falconiformes","Accipitridae","Accipiter","Accipiter fasciatus",3,23,2014
"21","2012-03-29T03:30:00Z","Plantae","Charophyta","Equisetopsida","Fabales","Fabaceae","Delonix","Delonix regia",3,29,2012
"1734","2011-04-26T14:00:00Z","Animalia","Chordata","Actinopterygii","Cyprinodontiformes","Poeciliidae","Xiphophorus","Xiphophorus maculatus",4,27,2011
"1735","2015-07-15T14:00:00Z","Animalia","Chordata","Aves","Cuculiformes","Cuculidae","Chalcites","Chalcites basalis",7,16,2015
"1851","2014-07-05T14:00:00Z","Animalia","Arthropoda","Insecta","Lepidoptera","Nymphalidae","Euploea","Euploea corinna",7,6,2014
"1853","2015-04-06T14:00:00Z","Animalia","Chordata","Aves","Charadriiformes","Charadriidae","Charadrius","Charadrius mongolus",4,7,2015
"1899","2011-07-14T14:00:00Z","Animalia","Chordata","Mammalia","Chiroptera","Pteropodidae","Pteropus","Pteropus poliocephalus",7,15,2011
"1914","2012-04-15T14:00:00Z","Animalia","Chordata","Actinopterygii","Perciformes","Eleotridae","Hypseleotris","Hypseleotris compressa",4,16,2012
"2180","2012-04-04T14:00:00Z","Animalia","Chordata","Actinopterygii","Anguilliformes","Anguillidae","Anguilla","Anguilla australis",4,5,2012
"2188","2011-10-02T13:00:00Z","Animalia","Chordata","Actinopterygii","Anguilliformes","Anguillidae","Anguilla","Anguilla reinhardtii",10,3,2011
"2192","2015-07-15T14:00:00Z","Animalia","Chordata","Aves","Passeriformes","Meliphagidae","Lichmera","Lichmera indistincta",7,16,2015
"2194","2012-02-06T13:00:00Z","Animalia","Chordata","Aves","Psittaciformes","Cacatuidae","Eolophus","Eolophus roseicapilla",2,7,2012
