"","eventDate","kingdom","phylum","class","order","family","genus","species","month","day","year"
"5754","2018-03-27T20:49:00Z","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Psathyrellaceae","Parasola","Parasola plicatilis",3,28,2018
"5819","2021-03-14T01:14:00Z","Animalia","Arthropoda","Insecta","Hymenoptera","Formicidae","Polyrhachis","",3,14,2021
"5827","2021-03-29T01:48:00Z","Animalia","Arthropoda","Insecta","Hemiptera","Reduviidae","Pristhesancus","Pristhesancus plagipennis",3,29,2021
"5938","2010-12-10T01:10:00Z","Animalia","Arthropoda","Insecta","Lepidoptera","Nymphalidae","Euploea","",12,10,2010
"6435","2018-03-08T20:54:00Z","Animalia","Arthropoda","Insecta","Diptera","Calliphoridae","Lucilia","",3,9,2018
"702","2010-03-08T13:00:00Z","Animalia","Chordata","Aves","Pelecaniformes","Anhingidae","Anhinga","Anhinga novaehollandiae",3,9,2010
"1360","2011-06-16T14:00:00Z","Animalia","Chordata","Mammalia","Chiroptera","Pteropodidae","Pteropus","Pteropus poliocephalus",6,17,2011
"1537","2010-09-16T14:00:00Z","Animalia","Chordata","Mammalia","Chiroptera","Pteropodidae","Pteropus","Pteropus poliocephalus",9,17,2010
"4449","2017-03-31T13:00:00Z","Animalia","Chordata","Mammalia","Diprotodontia","Phascolarctidae","Phascolarctos","Phascolarctos cinereus",4,1,2017
"4744","2017-03-31T13:00:00Z","Animalia","Chordata","Mammalia","Diprotodontia","Phascolarctidae","Phascolarctos","Phascolarctos cinereus",4,1,2017
"4755","2018-04-30T14:00:00Z","Animalia","Chordata","Mammalia","Diprotodontia","Phascolarctidae","Phascolarctos","Phascolarctos cinereus",5,1,2018
"4766","2017-03-31T13:00:00Z","Animalia","Chordata","Mammalia","Diprotodontia","Phascolarctidae","Phascolarctos","Phascolarctos cinereus",4,1,2017
"4858","2018-04-30T14:00:00Z","Animalia","Chordata","Mammalia","Diprotodontia","Phascolarctidae","Phascolarctos","Phascolarctos cinereus",5,1,2018
"5308","2021-03-01T21:30:00Z","Animalia","Arthropoda","Insecta","Lepidoptera","Papilionidae","Graphium","Graphium choredon",3,2,2021
"5317","2020-09-13T14:00:00Z","Animalia","Chordata","Aves","Psittaciformes","Cacatuidae","Calyptorhynchus","Calyptorhynchus funereus",9,14,2020
"5411","2021-03-05T06:36:00Z","Plantae","Charophyta","Equisetopsida","Lamiales","Acanthaceae","Avicennia","Avicennia marina",3,5,2021
"5433","2018-03-11T02:16:00Z","Animalia","Arthropoda","Arachnida","Araneae","Pholcidae","","",3,11,2018
"5456","2020-03-08T06:38:00Z","Animalia","Arthropoda","Insecta","Coleoptera","Coccinellidae","Coelophora","Coelophora inaequalis",3,8,2020
"5719","2021-03-21T01:31:00Z","Animalia","Chordata","Aves","Pelecaniformes","Phalacrocoracidae","Phalacrocorax","Phalacrocorax sulcirostris",3,21,2021
"5790","2019-03-10T00:53:00Z","Animalia","Arthropoda","Insecta","Hemiptera","Eriococcidae","Callococcus","",3,10,2019
"5863","2020-09-14T02:26:00Z","Animalia","Chordata","Aves","Passeriformes","Oriolidae","Sphecotheres","Sphecotheres vieilloti",9,14,2020
"5908","2017-09-23T10:24:00Z","Animalia","Arthropoda","Insecta","Lepidoptera","Erebidae","","",9,23,2017
"6148","2020-12-14T23:19:00Z","Animalia","Chordata","Aves","Ciconiiformes","Ardeidae","Egretta","Egretta garzetta",12,15,2020
"6484","2010-12-31T01:44:00Z","Animalia","Arthropoda","Arachnida","Araneae","Araneidae","","",12,31,2010
"6536","2019-06-14T01:31:00Z","Animalia","Arthropoda","Insecta","Hemiptera","Rhopalidae","Leptocoris","",6,14,2019
"6562","2021-03-27T02:32:00Z","Animalia","Arthropoda","Insecta","Odonata","Libellulidae","Brachydiplax","Brachydiplax denticauda",3,27,2021
"9886","2020-03-20T01:56:00Z","Animalia","Arthropoda","Insecta","Hymenoptera","Formicidae","Myrmecia","Myrmecia queenslandica",3,20,2020
"9887","2020-06-05T23:24:00Z","Plantae","Charophyta","Equisetopsida","Laurales","Lauraceae","Cryptocarya","Cryptocarya triplinervis",6,6,2020
"9891","2021-03-07T22:24:00Z","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Marasmiaceae","Marasmius","Marasmius elegans",3,8,2021
"366","2010-12-17T13:00:00Z","Animalia","Chordata","Mammalia","Chiroptera","Pteropodidae","Pteropus","Pteropus alecto",12,18,2010
"437","2010-03-05T13:00:00Z","Animalia","Chordata","Aves","Pelecaniformes","Phalacrocoracidae","Phalacrocorax","Phalacrocorax varius",3,6,2010
"466","2014-12-30T13:00:00Z","Animalia","Chordata","Aves","Passeriformes","Artamidae","Artamus","Artamus leucorynchus",12,31,2014
"1089","2014-07-05T14:00:00Z","Animalia","Chordata","Aves","Psittaciformes","Psittacidae","Platycercus","Platycercus adscitus",7,6,2014
"4394","2017-03-31T13:00:00Z","Animalia","Chordata","Mammalia","Diprotodontia","Phascolarctidae","Phascolarctos","Phascolarctos cinereus",4,1,2017
"4524","2017-03-31T13:00:00Z","Animalia","Chordata","Mammalia","Diprotodontia","Phascolarctidae","Phascolarctos","Phascolarctos cinereus",4,1,2017
"4548","2017-03-31T13:00:00Z","Animalia","Chordata","Mammalia","Diprotodontia","Phascolarctidae","Phascolarctos","Phascolarctos cinereus",4,1,2017
"4606","2017-03-31T13:00:00Z","Animalia","Chordata","Mammalia","Diprotodontia","Phascolarctidae","Phascolarctos","Phascolarctos cinereus",4,1,2017
"4654","2017-03-31T13:00:00Z","Animalia","Chordata","Mammalia","Diprotodontia","Phascolarctidae","Phascolarctos","Phascolarctos cinereus",4,1,2017
"4710","2017-03-31T13:00:00Z","Animalia","Chordata","Mammalia","Diprotodontia","Phascolarctidae","Phascolarctos","Phascolarctos cinereus",4,1,2017
"4936","2016-12-31T13:00:00Z","Animalia","Chordata","Mammalia","Diprotodontia","Phascolarctidae","Phascolarctos","Phascolarctos cinereus",1,1,2017
"5035","2018-04-30T14:00:00Z","Animalia","Chordata","Mammalia","Diprotodontia","Phascolarctidae","Phascolarctos","Phascolarctos cinereus",5,1,2018
"5224","2021-03-01T23:38:00Z","Animalia","Arthropoda","Insecta","Hemiptera","Reduviidae","Pristhesancus","Pristhesancus plagipennis",3,2,2021
"5375","2021-03-26T01:46:00Z","Plantae","Charophyta","Equisetopsida","Malpighiales","Euphorbiaceae","Mallotus","Mallotus philippensis",3,26,2021
"5512","2021-03-26T02:13:00Z","Animalia","Arthropoda","Insecta","Hymenoptera","Formicidae","Plagiolepis","",3,26,2021
"5513","2017-12-09T19:52:00Z","Plantae","Charophyta","Equisetopsida","Lamiales","Verbenaceae","Lantana","Lantana camara",12,10,2017
"5594","2015-03-23T13:00:00Z","Animalia","Chordata","Aves","Anseriformes","Anatidae","Chenonetta","Chenonetta jubata",3,24,2015
"5613","2019-12-21T03:01:00Z","Plantae","Charophyta","Equisetopsida","Rosales","Moraceae","Streblus","Streblus brunonianus",12,20,2019
"5625","2020-06-29T14:00:00Z","Animalia","Arthropoda","Insecta","Hymenoptera","Ichneumonidae","Anacis","Anacis exul",6,30,2020
"5649","2020-03-20T10:31:00Z","Animalia","Arthropoda","Insecta","Lepidoptera","Nymphalidae","Melanitis","Melanitis leda",3,20,2020
"5730","2020-12-03T09:25:00Z","Plantae","Charophyta","Equisetopsida","Asparagales","Xanthorrhoeaceae","Xanthorrhoea","Xanthorrhoea macronema",12,3,2020
"5770","2015-09-04T04:21:00Z","Animalia","Arthropoda","Arachnida","Araneae","Thomisidae","","",9,4,2015
"5789","2019-12-22T02:13:00Z","Plantae","Charophyta","Equisetopsida","Rosales","Moraceae","Ficus","Ficus coronata",12,21,2019
"5812","2020-09-12T23:08:00Z","Plantae","","Magnoliopsida","","","","",9,13,2020
"5859","2021-03-10T08:26:00Z","Animalia","Chordata","Aves","Caprimulgiformes","Podargidae","Podargus","Podargus strigoides",3,10,2021
"5904","2021-03-18T05:34:00Z","Animalia","Arthropoda","Insecta","Orthoptera","Tettigoniidae","Austrophlugis","",3,18,2021
"6505","2020-12-27T04:13:00Z","Animalia","Arthropoda","Insecta","Odonata","Gomphidae","Austrogomphus","Austrogomphus amphiclitus",12,27,2020
"6836","2019-03-14T17:22:00Z","Animalia","Chordata","Aves","Passeriformes","Campephagidae","Coracina","Coracina novaehollandiae",3,14,2019
"549","2015-12-28T13:00:00Z","Animalia","Chordata","Aves","Anseriformes","Anatidae","Dendrocygna","Dendrocygna arcuata",12,29,2015
"709","2013-09-15T14:00:00Z","Animalia","Chordata","Amphibia","Anura","Hylidae","Litoria","Litoria fallax",9,16,2013
"729","2010-03-18T13:00:00Z","Animalia","Chordata","Mammalia","Chiroptera","Pteropodidae","Pteropus","Pteropus alecto",3,19,2010
"775","2010-03-08T13:00:00Z","Animalia","Chordata","Aves","Passeriformes","Estrildidae","Stizoptera","Stizoptera bichenovii",3,9,2010
"789","2010-06-17T14:00:00Z","Animalia","Chordata","Mammalia","Chiroptera","Pteropodidae","Pteropus","Pteropus poliocephalus",6,18,2010
"860","2010-12-16T13:00:00Z","Animalia","Chordata","Mammalia","Chiroptera","Pteropodidae","Pteropus","Pteropus poliocephalus",12,17,2010
"898","2011-04-26T14:00:00Z","Animalia","Chordata","Actinopterygii","Perciformes","Cichlidae","Oreochromis","Oreochromis mossambicus",4,27,2011
"4680","2018-04-30T14:00:00Z","Animalia","Chordata","Mammalia","Diprotodontia","Phascolarctidae","Phascolarctos","Phascolarctos cinereus",5,1,2018
"4983","2018-04-30T14:00:00Z","Animalia","Chordata","Mammalia","Diprotodontia","Phascolarctidae","Phascolarctos","Phascolarctos cinereus",5,1,2018
"5007","2018-04-30T14:00:00Z","Animalia","Chordata","Mammalia","Diprotodontia","Phascolarctidae","Phascolarctos","Phascolarctos cinereus",5,1,2018
"5079","2018-04-30T14:00:00Z","Animalia","Chordata","Mammalia","Diprotodontia","Phascolarctidae","Phascolarctos","Phascolarctos cinereus",5,1,2018
"5253","2021-03-23T08:32:00Z","Animalia","Chordata","Mammalia","Diprotodontia","Phalangeridae","Trichosurus","Trichosurus vulpecula",3,23,2021
"5270","2017-09-11T14:00:00Z","Animalia","Chordata","Aves","Anseriformes","Anatidae","Anas","Anas superciliosa",9,12,2017
"6365","2020-12-19T01:44:00Z","Animalia","Arthropoda","Insecta","Odonata","Lindeniidae","Ictinogomphus","Ictinogomphus australis",12,19,2020
"6428","2018-06-28T03:32:00Z","Animalia","Chordata","Aves","Ciconiiformes","Threskiornithidae","Threskiornis","Threskiornis moluccus",6,28,2018
"6593","2018-12-01T02:21:00Z","Animalia","Arthropoda","Insecta","Odonata","Libellulidae","Crocothemis","Crocothemis nigrifrons",12,1,2018
"10257","2020-03-24T00:05:00Z","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Callopistria","Callopistria maillardi",3,24,2020
"10281","2020-12-03T09:15:00Z","Animalia","Chordata","Reptilia","Squamata","Diplodactylidae","Diplodactylus","Diplodactylus vittatus",12,3,2020
"10315","2020-03-14T22:18:00Z","Animalia","Arthropoda","Insecta","Hymenoptera","Formicidae","Opisthopsis","Opisthopsis pictus",3,15,2020
"10356","2017-09-25T12:55:00Z","Animalia","Chordata","Reptilia","Squamata","Agamidae","Intellagama","Intellagama lesueurii",9,25,2017
"10729","2021-03-26T02:18:00Z","Animalia","Arthropoda","Insecta","Hemiptera","Scutelleridae","Lampromicra","Lampromicra senator",3,26,2021
"10744","2019-03-26T05:31:00Z","Animalia","Arthropoda","Insecta","Hymenoptera","Formicidae","Opisthopsis","Opisthopsis rufithorax",3,26,2019
"10771","2010-12-21T05:28:00Z","Animalia","Chordata","Aves","Passeriformes","Meliphagidae","Philemon","Philemon citreogularis",12,21,2010
"10773","2017-03-31T03:14:00Z","Fungi","Basidiomycota","Agaricomycetes","Agaricales","","","",3,31,2017
"10797","2020-12-01T20:41:00Z","Animalia","Arthropoda","Insecta","Odonata","Coenagrionidae","Ischnura","Ischnura heterosticta",12,2,2020
"10800","2013-12-10T11:07:00Z","Animalia","Chordata","Reptilia","Testudines","Chelidae","Emydura","Emydura macquarii",12,10,2013
"10816","2018-03-18T04:21:00Z","Animalia","Chordata","Amphibia","Anura","","","",3,18,2018
"10986","2020-12-28T06:40:00Z","Animalia","Chordata","Aves","Gruiformes","Rallidae","Gallinula","Gallinula tenebrosa",12,28,2020
"10988","2020-03-01T06:21:00Z","Animalia","Arthropoda","Insecta","Hymenoptera","Formicidae","Meranoplus","Meranoplus hirsutus",3,1,2020
"11012","2021-03-25T01:26:00Z","Animalia","Chordata","Actinopterygii","Anguilliformes","Anguillidae","Anguilla","Anguilla reinhardtii",3,25,2021
"11013","2020-12-16T06:33:00Z","Animalia","Arthropoda","Insecta","Hemiptera","Pentatomidae","Anchises","Anchises parvulus",12,16,2020
"11017","2019-06-28T23:51:00Z","Animalia","Arthropoda","Arachnida","Araneae","Pholcidae","","",6,29,2019
"11117","2010-12-09T23:49:00Z","Animalia","Chordata","Aves","Passeriformes","Artamidae","Cracticus","Cracticus nigrogularis",12,10,2010
"11207","2020-06-19T02:42:00Z","Plantae","Charophyta","Equisetopsida","Santalales","Santalaceae","Exocarpos","Exocarpos cupressiformis",6,19,2020
"11292","2021-03-12T00:30:00Z","Animalia","Arthropoda","Insecta","Diptera","Dolichopodidae","","",3,12,2021
"344","2010-09-16T14:00:00Z","Animalia","Chordata","Mammalia","Chiroptera","Pteropodidae","Pteropus","Pteropus alecto",9,17,2010
"345","2012-09-21T14:00:00Z","Animalia","Chordata","Amphibia","Anura","Limnodynastidae","Limnodynastes","Limnodynastes peronii",9,22,2012
"678","2016-02-29T13:00:00Z","Animalia","Chordata","Aves","Gruiformes","Rallidae","Lewinia","Lewinia pectoralis",3,1,2016
"833","2012-09-14T14:00:00Z","Animalia","Chordata","Mammalia","Diprotodontia","Petauridae","Petaurus","Petaurus breviceps",9,15,2012
"962","2011-10-02T13:00:00Z","Animalia","Chordata","Actinopterygii","Mugiliformes","Mugilidae","Mugil","Mugil cephalus",10,3,2011
"991","2015-04-16T14:00:00Z","Animalia","Chordata","Amphibia","Anura","Bufonidae","Rhinella","Rhinella marina",4,17,2015
"1219","2015-04-13T14:00:00Z","Animalia","Chordata","Amphibia","Anura","Bufonidae","Rhinella","Rhinella marina",4,14,2015
"1220","2011-07-14T14:00:00Z","Animalia","Chordata","Mammalia","Chiroptera","Pteropodidae","Pteropus","Pteropus poliocephalus",7,15,2011
"1379","2010-04-11T14:00:00Z","Animalia","Chordata","Actinopterygii","Cyprinodontiformes","Poeciliidae","Xiphophorus","Xiphophorus hellerii",4,12,2010
"1575","2011-07-08T14:00:00Z","Animalia","Chordata","Aves","Passeriformes","Meliphagidae","Philemon","Philemon citreogularis",7,9,2011
"1584","2011-09-30T14:00:00Z","Animalia","Chordata","Mammalia","Diprotodontia","Petauridae","Petaurus","Petaurus norfolcensis",10,1,2011
"1640","2014-01-09T13:00:00Z","Animalia","Chordata","Aves","Gruiformes","Rallidae","Lewinia","Lewinia pectoralis",1,10,2014
"1743","2017-07-24T14:00:00Z","Animalia","Chordata","Aves","Charadriiformes","Haematopodidae","Haematopus","Haematopus longirostris",7,25,2017
"1989","2013-07-25T14:00:00Z","Animalia","Chordata","Aves","Charadriiformes","Haematopodidae","Haematopus","Haematopus longirostris",7,26,2013
"2253","2012-04-04T14:00:00Z","Animalia","Chordata","Actinopterygii","Anguilliformes","Anguillidae","Anguilla","Anguilla reinhardtii",4,5,2012
"4385","2017-03-31T13:00:00Z","Animalia","Chordata","Mammalia","Diprotodontia","Phascolarctidae","Phascolarctos","Phascolarctos cinereus",4,1,2017
"4508","2017-03-31T13:00:00Z","Animalia","Chordata","Mammalia","Diprotodontia","Phascolarctidae","Phascolarctos","Phascolarctos cinereus",4,1,2017
"4957","2017-03-31T13:00:00Z","Animalia","Chordata","Mammalia","Diprotodontia","Phascolarctidae","Phascolarctos","Phascolarctos cinereus",4,1,2017
"4996","2018-04-30T14:00:00Z","Animalia","Chordata","Mammalia","Diprotodontia","Phascolarctidae","Phascolarctos","Phascolarctos cinereus",5,1,2018
"5105","2018-04-30T14:00:00Z","Animalia","Chordata","Mammalia","Diprotodontia","Phascolarctidae","Phascolarctos","Phascolarctos cinereus",5,1,2018
"5202","2021-03-05T22:57:00Z","Animalia","Arthropoda","Insecta","Hymenoptera","Formicidae","Camponotus","Camponotus aeneopilosus",3,6,2021
"5341","2021-03-24T04:51:00Z","Animalia","Chordata","Aves","Charadriiformes","Recurvirostridae","Himantopus","Himantopus himantopus",3,24,2021
"5519","2019-12-13T22:21:00Z","Animalia","Arthropoda","Arachnida","Araneae","Salticidae","Cosmophasis","Cosmophasis micarioides",12,14,2019
"5663","2017-06-22T09:28:00Z","Animalia","Arthropoda","Arachnida","Araneae","Pholcidae","Spermophora","",6,22,2017
"5727","2020-06-25T00:28:00Z","Animalia","Chordata","Aves","Anseriformes","Anatidae","Chenonetta","Chenonetta jubata",6,25,2020
"5762","2021-03-17T23:30:00Z","Animalia","Arthropoda","Insecta","Odonata","Libellulidae","Orthetrum","Orthetrum villosovittatum",3,18,2021
"6121","2019-09-17T01:43:00Z","Animalia","Chordata","Aves","Psittaciformes","Cacatuidae","Cacatua","Cacatua sanguinea",9,16,2019
"6248","2017-12-02T20:43:00Z","Animalia","Mollusca","Gastropoda","Systellommatophora","Veronicellidae","Sarasinula","Sarasinula plebeia",12,3,2017
"6329","2021-03-06T23:42:00Z","Plantae","Charophyta","Equisetopsida","Lamiales","Acanthaceae","Avicennia","Avicennia marina",3,7,2021
"6523","2019-06-06T14:00:00Z","Animalia","Chordata","Aves","Passeriformes","Pardalotidae","Pardalotus","Pardalotus striatus",6,7,2019
"6617","2020-03-24T22:03:00Z","Animalia","Arthropoda","Insecta","Odonata","Corduliidae","Hemicordulia","Hemicordulia australiae",3,25,2020
"6752","2020-09-28T06:35:00Z","Animalia","Arthropoda","Insecta","Hemiptera","Reduviidae","","",9,28,2020
"7778","2020-12-07T10:00:00Z","Animalia","Chordata","Amphibia","Anura","Hylidae","Litoria","",12,7,2020
"1370","2011-04-13T14:00:00Z","Animalia","Chordata","Mammalia","Chiroptera","Pteropodidae","Pteropus","Pteropus alecto",4,14,2011
"1855","2015-04-06T14:00:00Z","Animalia","Chordata","Aves","Charadriiformes","Charadriidae","Charadrius","Charadrius leschenaultii",4,7,2015
"2401","2012-04-22T14:00:00Z","Animalia","Chordata","Actinopterygii","Anguilliformes","Anguillidae","Anguilla","Anguilla reinhardtii",4,23,2012
"3194","2012-11-13T13:00:00Z","Animalia","Arthropoda","Insecta","Lepidoptera","Nymphalidae","Charaxes","Charaxes sempronius",11,14,2012
"6413","2016-06-06T01:42:00Z","Animalia","Chordata","Aves","Coraciiformes","Alcedinidae","Dacelo","Dacelo novaeguineae",6,6,2016
"6471","2019-12-26T06:50:00Z","Animalia","Arthropoda","Insecta","Coleoptera","Coccinellidae","Halmus","Halmus chalybeus",12,26,2019
"6875","2019-12-20T02:17:00Z","Animalia","Arthropoda","Insecta","Odonata","Libellulidae","Orthetrum","Orthetrum villosovittatum",12,20,2019
"6884","2017-06-22T10:04:00Z","Animalia","Arthropoda","Arachnida","Trombidiformes","Bdellidae","","",6,22,2017
"6890","2019-03-22T13:40:00Z","Animalia","Mollusca","Gastropoda","Stylommatophora","Agriolimacidae","Deroceras","",3,23,2019
"7146","2021-03-08T23:24:00Z","Animalia","Arthropoda","Insecta","Hemiptera","Reduviidae","Pristhesancus","Pristhesancus plagipennis",3,9,2021
"7449","2018-06-24T10:42:00Z","Animalia","Chordata","Aves","Gruiformes","Rallidae","Gallinula","Gallinula tenebrosa",6,24,2018
"7762","2021-03-28T07:22:00Z","Animalia","Arthropoda","Insecta","Hymenoptera","Formicidae","","",3,28,2021
"7834","2016-12-13T02:16:00Z","Animalia","Arthropoda","Insecta","Orthoptera","Tettigoniidae","Polichne","",12,13,2016
"7875","2020-09-16T09:33:00Z","Animalia","Chordata","Reptilia","Squamata","Diplodactylidae","Diplodactylus","Diplodactylus vittatus",9,16,2020
"8103","2016-03-31T09:15:00Z","Animalia","Chordata","Mammalia","Peramelemorphia","Peramelidae","Perameles","Perameles nasuta",3,31,2016
"11871","2019-06-12T07:10:00Z","Animalia","Arthropoda","Insecta","Mantodea","Mantidae","Sphodropoda","Sphodropoda tristis",6,12,2019
"1542","2017-07-24T14:00:00Z","Animalia","Chordata","Aves","Charadriiformes","Laridae","Chroicocephalus","Chroicocephalus novaehollandiae",7,25,2017
"1851","2014-07-05T14:00:00Z","Animalia","Arthropoda","Insecta","Lepidoptera","Nymphalidae","Euploea","Euploea corinna",7,6,2014
"1882","2014-07-05T14:00:00Z","Plantae","Charophyta","Equisetopsida","Caryophyllales","Chenopodiaceae","Enchylaena","Enchylaena tomentosa",7,6,2014
"1941","2011-04-14T14:00:00Z","Animalia","Chordata","Actinopterygii","Mugiliformes","Mugilidae","Mugil","Mugil cephalus",4,15,2011
"1944","2010-07-10T14:00:00Z","Animalia","Chordata","Aves","Pelecaniformes","Phalacrocoracidae","Phalacrocorax","Phalacrocorax varius",7,11,2010
"1945","2015-02-02T13:00:00Z","Animalia","Chordata","Amphibia","Anura","Myobatrachidae","Crinia","Crinia tinnula",2,3,2015
"1948","2012-03-01T13:00:00Z","Animalia","Chordata","Amphibia","Anura","Hylidae","Litoria","Litoria tyleri",3,2,2012
"2317","2012-10-16T13:00:00Z","Animalia","Chordata","Aves","Pelecaniformes","Phalacrocoracidae","Microcarbo","Microcarbo melanoleucos",10,17,2012
"2461","2012-04-10T14:00:00Z","Animalia","Chordata","Actinopterygii","Perciformes","Eleotridae","Hypseleotris","Hypseleotris galii",4,11,2012
"2635","2013-08-06T14:00:00Z","Animalia","Chordata","Aves","Galliformes","Megapodiidae","Alectura","Alectura lathami",8,7,2013
"2818","2012-04-12T14:00:00Z","Animalia","Chordata","Actinopterygii","Perciformes","Ambassidae","Ambassis","Ambassis agassizii",4,13,2012
"5934","2020-09-18T20:54:00Z","Plantae","Charophyta","Equisetopsida","Sapindales","Anacardiaceae","Rhodosphaera","Rhodosphaera rhodanthema",9,19,2020
"6347","2016-09-22T00:37:00Z","Animalia","Chordata","Aves","Coraciiformes","Meropidae","Merops","Merops ornatus",9,22,2016
"6467","2020-09-13T03:57:00Z","Animalia","Chordata","Reptilia","Squamata","Varanidae","Varanus","Varanus varius",9,13,2020
"6473","2021-03-17T06:31:00Z","Fungi","Basidiomycota","Agaricomycetes","Phallales","Phallaceae","Colus","Colus pusillus",3,17,2021
"6503","2015-03-08T06:17:00Z","Animalia","Arthropoda","Insecta","Lepidoptera","Notodontidae","Neola","Neola semiaurata",3,8,2015
"7309","2021-03-01T23:50:00Z","Animalia","Arthropoda","Insecta","Lepidoptera","Pyralidae","Spectrotrota","Spectrotrota fimbrialis",3,2,2021
"7434","2021-03-13T01:09:00Z","Plantae","Charophyta","Equisetopsida","Solanales","Solanaceae","Solanum","Solanum stelligerum",3,13,2021
"7716","2019-12-23T02:34:00Z","Plantae","Charophyta","Equisetopsida","Oxalidales","Elaeocarpaceae","Elaeocarpus","Elaeocarpus obovatus",12,22,2019
"7744","2021-03-26T23:15:00Z","Animalia","Arthropoda","Insecta","Diptera","Muscidae","","",3,27,2021
"8218","2019-06-03T02:09:00Z","Animalia","Chordata","Aves","Caprimulgiformes","Podargidae","Podargus","Podargus strigoides",6,3,2019
"8226","2019-06-23T05:00:00Z","Animalia","Chordata","Aves","Passeriformes","Campephagidae","Coracina","Coracina papuensis",6,22,2019
"1338","2011-09-03T14:00:00Z","Animalia","Chordata","Aves","Coraciiformes","Alcedinidae","Dacelo","Dacelo novaeguineae",9,4,2011
"1745","2016-04-05T14:00:00Z","Animalia","Chordata","Aves","Gruiformes","Rallidae","Lewinia","Lewinia pectoralis",4,6,2016
"1826","2014-07-05T14:00:00Z","Animalia","Chordata","Aves","Passeriformes","Acanthizidae","Acanthiza","Acanthiza pusilla",7,6,2014
"1961","2010-11-05T13:00:00Z","Animalia","Chordata","Aves","Passeriformes","Timaliidae","Zosterops","Zosterops lateralis",11,6,2010
"2016","2014-07-05T14:00:00Z","Animalia","Arthropoda","Insecta","Lepidoptera","Nymphalidae","Junonia","Junonia villida",7,6,2014
"2296","2011-10-19T13:00:00Z","Animalia","Chordata","Mammalia","Chiroptera","Pteropodidae","Pteropus","Pteropus alecto",10,20,2011
"2785","2015-04-16T14:00:00Z","Animalia","Chordata","Aves","Charadriiformes","Scolopacidae","Arenaria","Arenaria interpres",4,17,2015
"6029","2020-06-06T00:00:00Z","Plantae","Charophyta","Equisetopsida","Poales","Typhaceae","Typha","",6,6,2020
"6250","2021-03-25T01:47:00Z","Animalia","Chordata","Aves","Passeriformes","Meliphagidae","Entomyzon","Entomyzon cyanotis",3,25,2021
"6291","2019-06-09T05:04:00Z","Animalia","Arthropoda","Insecta","Lepidoptera","Oecophoridae","","",6,9,2019
"6301","2019-12-21T03:50:00Z","Plantae","Charophyta","Equisetopsida","Myrtales","Myrtaceae","Callistemon","Callistemon salignus",12,20,2019
"6641","2012-06-22T14:00:00Z","Fungi","","","","","","",6,23,2012
"6975","2021-03-26T02:31:00Z","Plantae","Charophyta","Equisetopsida","Apiales","Pittosporaceae","Auranticarpa","Auranticarpa rhombifolia",3,26,2021
"7046","2020-12-18T01:05:00Z","Animalia","Arthropoda","Insecta","Odonata","Libellulidae","Rhyothemis","Rhyothemis phyllis",12,18,2020
"7092","2020-06-26T04:55:00Z","Animalia","Chordata","Aves","Ciconiiformes","Threskiornithidae","Threskiornis","Threskiornis moluccus",6,26,2020
"7164","2021-03-07T06:16:00Z","Animalia","Arthropoda","Arachnida","Araneae","Sparassidae","Holconia","Holconia immanis",3,7,2021
"7179","2021-03-15T23:28:00Z","Animalia","Chordata","Aves","Ciconiiformes","Threskiornithidae","Threskiornis","Threskiornis moluccus",3,16,2021
"7389","2021-03-13T00:02:00Z","Animalia","Arthropoda","Insecta","Hemiptera","Pentatomidae","","",3,13,2021
"8377","2020-06-05T23:17:00Z","Plantae","Charophyta","Equisetopsida","Fabales","Fabaceae","Acacia","Acacia disparrima",6,6,2020
"1376","2011-09-15T14:00:00Z","Animalia","Chordata","Mammalia","Chiroptera","Pteropodidae","Pteropus","Pteropus poliocephalus",9,16,2011
"2105","2012-08-10T14:00:00Z","Animalia","Chordata","Aves","Passeriformes","Rhipiduridae","Rhipidura","Rhipidura leucophrys",8,11,2012
"2256","2010-10-27T13:00:00Z","Animalia","Chordata","Actinopterygii","Cyprinodontiformes","Poeciliidae","Gambusia","Gambusia holbrooki",10,28,2010
"5809","2021-03-07T01:00:00Z","Animalia","Chordata","Aves","Passeriformes","Meliphagidae","Entomyzon","Entomyzon cyanotis",3,7,2021
"6020","2019-03-07T13:00:00Z","Animalia","Chordata","Aves","Passeriformes","Corvidae","Corvus","Corvus orru",3,8,2019
"6053","2019-03-19T22:19:00Z","Animalia","Chordata","Reptilia","Squamata","Gekkonidae","Hemidactylus","Hemidactylus frenatus",3,20,2019
"6070","2020-03-08T01:32:00Z","Animalia","Arthropoda","Insecta","Hymenoptera","Formicidae","Polyrhachis","Polyrhachis brisbanensis",3,8,2020
"6634","2016-09-11T00:31:00Z","Animalia","Chordata","Reptilia","Squamata","Agamidae","Intellagama","Intellagama lesueurii",9,11,2016
"6688","2021-03-27T01:28:00Z","Animalia","Arthropoda","Insecta","Odonata","Lindeniidae","Ictinogomphus","Ictinogomphus australis",3,27,2021
"6840","2020-12-28T06:26:00Z","Animalia","Chordata","Aves","Anseriformes","Anatidae","Anas","Anas superciliosa",12,28,2020
"6893","2018-03-18T08:59:00Z","Animalia","Arthropoda","Insecta","Diptera","Syrphidae","","",3,18,2018
