"","Year","Month","Day","kingdom","phylum","class","order","family","genus","species","eventDate"
"669",2020,4,18,"Animalia","Arthropoda","Arthropoda","Lepidoptera","Erebidae","Calyptra","minuticornis",1587132000
"736",2020,4,18,"Animalia","Arthropoda","Insecta","Lepidoptera","Gelechiidae","Brachyacma/Mesophleps","complex",1587132000
"826",2020,4,18,"Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Anticarsia","irrorata",1587132000
"905",2020,4,18,"Animalia","Arthropoda","Insecta","Lepidoptera","Oecophoridae","Eulechria","convictella",1587132000
"957",2020,4,18,"Animalia","Arthropoda","Insecta","Lepidoptera","Pyralidae","Faveria","laiasalis",1587132000
"965",2020,4,18,"Animalia","Arthropoda","Insecta","Lepidoptera","Pyralidae","Scenedra","decoratalis",1587132000
"980",2020,4,18,"Animalia","Arthropoda","Insecta","Lepidoptera","Sphingidae","Nephele","cf.",1587132000
"435",2020,4,19,"Animalia","Arthropoda","Insecta","Hemiptera","Cicadellidae","Scaphoideus","sp.1_Scaphoideus",1587218400
"443",2020,4,19,"Animalia","Arthropoda","Arthropoda","Hemiptera","Coreidae","Amblypelta","nitida",1587218400
"490",2020,4,19,"Animalia","Arthropoda","Insecta","Hemiptera","Rhyparochromidae","Neolethaeus","tenebrosus",1587218400
"513",2020,4,19,"Animalia","Arthropoda","Insecta","Hymenoptera","Chalcididae","Brachymeria","ovata",1587218400
"532",2020,4,19,"Animalia","Arthropoda","Insecta","Hymenoptera","Formicidae","Colobopsis","gasseri",1587218400
"585",2020,4,19,"Animalia","Arthropoda","Insecta","Lepidoptera","Anthelidae","Anthela","sp.1_Anthela",1587218400
"598",2020,4,19,"Animalia","Arthropoda","Insecta","Lepidoptera","Cosmopterigidae","Labdia","leucombra",1587218400
"633",2020,4,19,"Animalia","Arthropoda","Insecta","Lepidoptera","Crambidae","Hypargyria","sp.1_Hypargyria",1587218400
"642",2020,4,19,"Animalia","Arthropoda","Insecta","Lepidoptera","Crambidae","Omiodes","diemenalis",1587218400
"643",2020,4,19,"Animalia","Arthropoda","Insecta","Lepidoptera","Crambidae","Palpita","sp.1_Palpita",1587218400
"672",2020,4,19,"Animalia","Arthropoda","Arthropoda","Lepidoptera","Erebidae","Digama","marmorea",1587218400
"674",2020,4,19,"Animalia","Arthropoda","Insecta","Lepidoptera","Erebidae","Dysgonia","monogona",1587218400
"693",2020,4,19,"Animalia","Arthropoda","Insecta","Lepidoptera","Erebidae","Hydrillodes","metisalis",1587218400
"694",2020,4,19,"Animalia","Arthropoda","Insecta","Lepidoptera","Erebidae","Hypena","laceratalis",1587218400
"755",2020,4,19,"Animalia","Arthropoda","Insecta","Lepidoptera","Geometridae","Cleora","repetita",1587218400
"820",2020,4,19,"Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Aedia","leucomelas",1587218400
"972",2020,4,19,"Animalia","Arthropoda","Insecta","Lepidoptera","Pyralidae","Tribe","Phycitini",1587218400
"1035",2020,4,19,"Animalia","Arthropoda","Insecta","Lepidoptera","Xyloryctidae","Xylorycta","cf.",1587218400
"1069",2020,4,19,"Animalia","Arthropoda","Insecta","Orthoptera","Trigonidiidae","Trigonidium","cf.",1587218400
"14",2020,4,20,"Animalia","Arthropoda","Arthropoda","Araneae","Araneidae","Plebs","eburnus",1587304800
"113",2020,4,20,"Animalia","Chordata","Chordata","Ciconiiformes","Threskiornithidae","Threskiornis","spinicollis",1587304800
"270",2020,4,20,"Animalia","Arthropoda","Insecta","Coleoptera","Scarabaeidae","Melolonthinae","sp.5_Scarabaeidae",1587304800
"293",2020,4,20,"Animalia","Arthropoda","Arthropoda","Diptera","Anthomyiidae","Anthomyia","medialis",1587304800
"350",2020,4,20,"Animalia","Arthropoda","Insecta","Diptera","sp.","sp.","sp.13_Diptera",1587304800
"361",2020,4,20,"Animalia","Arthropoda","Insecta","Diptera","Limoniidae","Limonia","sp.1_Limonia",1587304800
"389",2020,4,20,"Animalia","Arthropoda","Insecta","Diptera","Stratiomyidae","cf.","Australoactinia",1587304800
"479",2020,4,20,"Animalia","Arthropoda","Arthropoda","Hemiptera","Pentatomidae","Poecilometis","patruelis",1587304800
"564",2020,4,20,"Animalia","Arthropoda","Insecta","Hymenoptera","Ichneumonidae","Xanthocryptus","sp.1_Xanthocryptus",1587304800
"635",2020,4,20,"Animalia","Arthropoda","Insecta","Lepidoptera","Crambidae","Maruca","vitrata",1587304800
"638",2020,4,20,"Animalia","Arthropoda","Insecta","Lepidoptera","Crambidae","Nacoleia","rhoeoalis",1587304800
"652",2020,4,20,"Animalia","Arthropoda","Insecta","Lepidoptera","Crambidae","Spoladea","recurvalis",1587304800
"670",2020,4,20,"Animalia","Arthropoda","Insecta","Lepidoptera","Erebidae","Catephia","linteola",1587304800
"685",2020,4,20,"Animalia","Arthropoda","Arthropoda","Lepidoptera","Erebidae","Eudocima","salaminia",1587304800
"708",2020,4,20,"Animalia","Arthropoda","Insecta","Lepidoptera","Erebidae","Ophiusa","disjungens",1587304800
"709",2020,4,20,"Animalia","Arthropoda","Insecta","Lepidoptera","Erebidae","Ophiusa","tirhaca",1587304800
"715",2020,4,20,"Animalia","Arthropoda","Insecta","Lepidoptera","Erebidae","Pantydia","sparsa",1587304800
"743",2020,4,20,"Animalia","Arthropoda","Insecta","Lepidoptera","Gelechiidae","Stegasta","variana",1587304800
"746",2020,4,20,"Animalia","Arthropoda","Insecta","Lepidoptera","Geometridae","Acodia","pauper",1587304800
"773",2020,4,20,"Animalia","Arthropoda","Insecta","Lepidoptera","Geometridae","Idaea","sp.1_Idaea",1587304800
"775",2020,4,20,"Animalia","Arthropoda","Insecta","Lepidoptera","Geometridae","Mnesiloba","eupitheciata",1587304800
"781",2020,4,20,"Animalia","Arthropoda","Insecta","Lepidoptera","Geometridae","Scopula","hypochra",1587304800
"785",2020,4,20,"Animalia","Arthropoda","Insecta","Lepidoptera","Geometridae","Scotocyma","albinotata",1587304800
"814",2020,4,20,"Animalia","Arthropoda","Arthropoda","Lepidoptera","Lycaenidae","Zizina","otis",1587304800
"830",2020,4,20,"Animalia","Arthropoda","Arthropoda","Lepidoptera","Noctuidae","Athetis","tenuis",1587304800
"900",2020,4,20,"Animalia","Arthropoda","Insecta","Lepidoptera","Oecophoridae","Barea","codrella",1587304800
"948",2020,4,20,"Animalia","Arthropoda","Insecta","Lepidoptera","Pyralidae","Conobathra","hemichlaena",1587304800
"949",2020,4,20,"Animalia","Arthropoda","Insecta","Lepidoptera","Pyralidae","Cryptoblabes","plagioleuca",1587304800
"950",2020,4,20,"Animalia","Arthropoda","Insecta","Lepidoptera","Pyralidae","Culladia","cuneiferellus",1587304800
"985",2020,4,20,"Animalia","Arthropoda","Insecta","Lepidoptera","Stathmopodidae","Stathmopoda","megathyma",1587304800
"1031",2020,4,20,"Animalia","Arthropoda","Insecta","Lepidoptera","Uraniidae","Phazaca","cyclocrossa",1587304800
"59",2020,4,21,"Animalia","Arthropoda","Arthropoda","Araneae","Uloboridae","Philoponella","congregabilis",1587391200
"61",2020,4,21,"Animalia","Arthropoda","Arachnida","Araneae","Uloboridae","Uloborus","sp.1_Uloborus",1587391200
"363",2020,4,21,"Animalia","Arthropoda","Arthropoda","Diptera","Micropezidae","Mimegralla","australica",1587391200
"379",2020,4,21,"Animalia","Arthropoda","Arthropoda","Diptera","Psychodidae","Clogmia","albipunctata",1587391200
"426",2020,4,21,"Animalia","Arthropoda","Insecta","Hemiptera","Cicadellidae","Balclutha","sp.2_Balclutha",1587391200
"478",2020,4,21,"Animalia","Arthropoda","Insecta","Hemiptera","Pentatomidae","Pegala","sp.1_Pegala",1587391200
"489",2020,4,21,"Animalia","Arthropoda","Insecta","Hemiptera","Rhyparochromidae","Horridipamera","sp.1_Horridipamera",1587391200
"595",2020,4,21,"Animalia","Arthropoda","Insecta","Lepidoptera","Cosmopterigidae","Cosmopterix","macrula",1587391200
"608",2020,4,21,"Animalia","Arthropoda","Insecta","Lepidoptera","Crambidae","Agrioglypta","excelsalis",1587391200
"610",2020,4,21,"Animalia","Arthropoda","Insecta","Lepidoptera","Crambidae","Assara","holophragma",1587391200
"612",2020,4,21,"Animalia","Arthropoda","Arthropoda","Lepidoptera","Crambidae","Calguia","defiguralis",1587391200
"671",2020,4,21,"Animalia","Arthropoda","Insecta","Lepidoptera","Erebidae","Dichromia","quinqualis",1587391200
"679",2020,4,21,"Animalia","Arthropoda","Insecta","Lepidoptera","Erebidae","Eublemma","accedens",1587391200
"707",2020,4,21,"Animalia","Arthropoda","Insecta","Lepidoptera","Erebidae","Nyctemera","baulus",1587391200
"712",2020,4,21,"Animalia","Arthropoda","Insecta","Lepidoptera","Erebidae","Pantydia","canescens",1587391200
"733",2020,4,21,"Animalia","Arthropoda","Insecta","Lepidoptera","Eutelliidae","Paectes","cyanodes",1587391200
"734",2020,4,21,"Animalia","Arthropoda","Insecta","Lepidoptera","Eutelliidae","Pataeta","carbo",1587391200
"792",2020,4,21,"Animalia","Arthropoda","Insecta","Lepidoptera","Gracillariidae","Epicephala","sp.1_Epicephala",1587391200
"803",2020,4,21,"Animalia","Arthropoda","Insecta","Lepidoptera","Lecithoceridae","Lecithocera","imprudens",1587391200
"818",2020,4,21,"Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Acontia","thapsina",1587391200
"874",2020,4,21,"Animalia","Arthropoda","Insecta","Lepidoptera","Nolidae","Earias","huegeliana",1587391200
"959",2020,4,21,"Animalia","Arthropoda","Insecta","Lepidoptera","Pyralidae","Homoeosoma","vagella",1587391200
"1017",2020,4,21,"Animalia","Arthropoda","Insecta","Lepidoptera","Tortricidae","Holocola","thalassinana",1587391200
"1070",2020,4,21,"Animalia","Arthropoda","Insecta","Orthoptera","Trigonidiidae","sp.","sp.1_Trigonidiidae",1587391200
"1079",2020,4,21,"Animalia","Arthropoda","Insecta","Psocodea","Myopsocidae","Nimbopsocus","cf.",1587391200
"304",2020,4,22,"Animalia","Arthropoda","Insecta","Diptera","Cecidomyiidae","sp.","sp.1_Cecidomyiidae",1587477600
"619",2020,4,22,"Animalia","Arthropoda","Insecta","Lepidoptera","Crambidae","Deuterarcha","xanthomela",1587477600
"752",2020,4,22,"Animalia","Arthropoda","Arthropoda","Lepidoptera","Geometridae","Cleora","displicata",1587477600
"846",2020,4,22,"Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Leucania","diatrecta",1587477600
"883",2020,4,22,"Animalia","Arthropoda","Insecta","Lepidoptera","Nolidae","Ochthophora","sericina",1587477600
"898",2020,4,22,"Animalia","Arthropoda","Insecta","Lepidoptera","Nymphalidae","Ypthima","arctous",1587477600
"429",2020,4,23,"Animalia","Arthropoda","Insecta","Hemiptera","Cicadellidae","Cicadulina","bimaculata",1587564000
"684",2020,4,23,"Animalia","Arthropoda","Insecta","Lepidoptera","Erebidae","Eudocima","phalonia",1587564000
"805",2020,4,23,"Animalia","Arthropoda","Insecta","Lepidoptera","Lycaenidae","Catopyrops","florinda",1587564000
"837",2020,4,23,"Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Condica","illecta",1587564000
"845",2020,4,23,"Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Leucania","stenographa",1587564000
"1041",2020,4,23,"Animalia","Arthropoda","Insecta","Neuroptera","Chrysopidae","Apochrysa","lutea",1587564000
"13",2020,4,24,"Animalia","Arthropoda","Arthropoda","Araneae","Araneidae","Phonognatha","graeffei",1587650400
"46",2020,4,24,"Animalia","Arthropoda","Arthropoda","Araneae","Salticidae","Mopsus","mormon",1587650400
"52",2020,4,24,"Animalia","Arthropoda","Arthropoda","Araneae","Theridiidae","Argyrodes","antipodianus",1587650400
"55",2020,4,24,"Animalia","Arthropoda","Arachnida","Araneae","Theridiidae","Platnickina","sp.1_Platnickina",1587650400
"207",2020,4,24,"Animalia","Arthropoda","Insecta","Coleoptera","Cerambycidae","Prosoplus","mediofasciatus",1587650400
"231",2020,4,24,"Animalia","Arthropoda","Arthropoda","Coleoptera","Curculionidae","Orthorhinus","cylindrirostris",1587650400
"281",2020,4,24,"Animalia","Arthropoda","Insecta","Coleoptera","Staphylinidae","Tribe","Xantholinini",1587650400
"295",2020,4,24,"Animalia","Arthropoda","Insecta","Diptera","Bibionidae","Dilophus","sp.1_Dilophus",1587650400
"313",2020,4,24,"Animalia","Arthropoda","Insecta","Diptera","Ceratopogonidae","Forcipomyia","sp.1_Forcipomyia",1587650400
"370",2020,4,24,"Animalia","Arthropoda","Insecta","Diptera","Muscidae","Lispe","sp.1_Lispe",1587650400
"428",2020,4,24,"Animalia","Arthropoda","Insecta","Hemiptera","Cicadellidae","Carvaka","sp.2_Carvaka",1587650400
"455",2020,4,24,"Animalia","Arthropoda","Insecta","Hemiptera","Flatidae","Siphanta","sp.1_Siphanta",1587650400
"603",2020,4,24,"Animalia","Arthropoda","Insecta","Lepidoptera","Cosmopterigidae","Pyroderces","mesoptila",1587650400
"645",2020,4,24,"Animalia","Arthropoda","Insecta","Lepidoptera","Crambidae","Parotis","sp.2_Parotis",1587650400
"653",2020,4,24,"Animalia","Arthropoda","Insecta","Lepidoptera","Crambidae","Talanga","tolumnialis",1587650400
"659",2020,4,24,"Animalia","Arthropoda","Arthropoda","Lepidoptera","Erebidae","Achaea","eusciasta",1587650400
"683",2020,4,24,"Animalia","Arthropoda","Arthropoda","Lepidoptera","Erebidae","Eudocima","materna",1587650400
"702",2020,4,24,"Animalia","Arthropoda","Insecta","Lepidoptera","Erebidae","Mocis","alterna",1587650400
"751",2020,4,24,"Animalia","Arthropoda","Insecta","Lepidoptera","Geometridae","Cleora","decisaria",1587650400
"793",2020,4,24,"Animalia","Arthropoda","Insecta","Lepidoptera","Gracillariidae","Epicephala","trigonophora",1587650400
"815",2020,4,24,"Animalia","Arthropoda","Insecta","Lepidoptera","Lymantriinae","Orgyia","australis",1587650400
"890",2020,4,24,"Animalia","Arthropoda","Insecta","Lepidoptera","Nymphalidae","Euploea","core",1587650400
"903",2020,4,24,"Animalia","Arthropoda","Insecta","Lepidoptera","Oecophoridae","Cirrograpta","sporadica",1587650400
"977",2020,4,24,"Animalia","Arthropoda","Arthropoda","Lepidoptera","Sphingidae","Gnathothlibus","eras",1587650400
"1058",2020,4,24,"Animalia","Arthropoda","Insecta","Odonata","Lestidae","Austrolestes","leda",1587650400
"1065",2020,4,24,"Animalia","Arthropoda","Insecta","Orthoptera","Tettigoniidae","Caedicia","cf.",1587650400
"1209",2020,4,24,"Animalia","Platyhelminthes","Rhabditophora","Tricladida","Geoplanidae","Platydemus","manokwari",1587650400
"27",2020,4,25,"Animalia","Arthropoda","Arachnida","Araneae","Desidae","Barahna","sp.1_Barahna",1587736800
"38",2020,4,25,"Animalia","Arthropoda","Arachnida","Araneae","Pholcidae","sp.","sp.1_Pholcidae",1587736800
"64",2020,4,25,"Animalia","Arthropoda","Arachnida","Oribatida","Galumnidae","sp.","sp.1_Galumnidae",1587736800
"142",2020,4,25,"Animalia","Annelida","Oligochaeta","Haplotaxida","Megascolecidae","Amynthas","sp.1_Amynthas",1587736800
"158",2020,4,25,"Animalia","Arthropoda","Entognatha","Diplura","Rhabdura","sp.","sp.1_Rhabdura",1587736800
"241",2020,4,25,"Animalia","Arthropoda","Insecta","Coleoptera","Elateridae","sp.","sp.3_Elateridae",1587736800
"279",2020,4,25,"Animalia","Arthropoda","Insecta","Coleoptera","Staphylinidae","Subtribe","Philonthina",1587736800
"285",2020,4,25,"Animalia","Arthropoda","Insecta","Coleoptera","Tenebrionidae","Ommatophorus","sp.1_Ommatophorus",1587736800
"315",2020,4,25,"Animalia","Arthropoda","Insecta","Diptera","Chironomidae","sp.","sp.2_Chironomidae",1587736800
"325",2020,4,25,"Animalia","Arthropoda","Insecta","Diptera","Culicidae","Aedes","kochi",1587736800
"326",2020,4,25,"Animalia","Arthropoda","Arthropoda","Diptera","Culicidae","Aedes","notoscriptus",1587736800
"352",2020,4,25,"Animalia","Arthropoda","Insecta","Diptera","Keroplatidae","sp.","sp.1_Keroplatidae",1587736800
"364",2020,4,25,"Animalia","Arthropoda","Insecta","Diptera","Milichiidae","sp.","sp.1_Milichiidae",1587736800
"396",2020,4,25,"Animalia","Arthropoda","Insecta","Diptera","Syrphidae","Allobaccha","siphanticida",1587736800
"403",2020,4,25,"Animalia","Arthropoda","Arthropoda","Diptera","Syrphidae","Eristalinus","punctulatus",1587736800
"423",2020,4,25,"Animalia","Arthropoda","Insecta","Hemiptera","Aradidae","sp.","sp.1_Aradidae",1587736800
"469",2020,4,25,"Animalia","Arthropoda","Insecta","Hemiptera","Miridae","Taylorilygus","sp.1_Taylorilygus",1587736800
"486",2020,4,25,"Animalia","Arthropoda","Insecta","Hemiptera","Reduviidae","sp.","sp.1_Reduviidae",1587736800
"509",2020,4,25,"Animalia","Arthropoda","Insecta","Hymenoptera","Braconidae","Subfamily","Cheloninae",1587736800
"535",2020,4,25,"Animalia","Arthropoda","Insecta","Hymenoptera","Formicidae","Iridomyrmex","sp.1_Iridomyrmex",1587736800
"556",2020,4,25,"Animalia","Arthropoda","Insecta","Hymenoptera","Ichneumonidae","Metopiinae","sp.1_Metopiinae",1587736800
"562",2020,4,25,"Animalia","Arthropoda","Insecta","Hymenoptera","Ichneumonidae","Theronia","steindachneri",1587736800
"572",2020,4,25,"Animalia","Arthropoda","Insecta","Hymenoptera","Pompilidae","Fabriogenia","sp.1_Fabriogenia",1587736800
"716",2020,4,25,"Animalia","Arthropoda","Insecta","Lepidoptera","Erebidae","Parilyrgis","concolor",1587736800
"754",2020,4,25,"Animalia","Arthropoda","Insecta","Lepidoptera","Geometridae","Cleora","lacteata",1587736800
"811",2020,4,25,"Animalia","Arthropoda","Insecta","Lepidoptera","Lycaenidae","Rapala","varuna",1587736800
"832",2020,4,25,"Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Callopistria","maillardi",1587736800
"939",2020,4,25,"Animalia","Arthropoda","Insecta","Lepidoptera","Pterophoridae","Exelastis","sp.1_Exelastis",1587736800
"1085",2020,4,25,"Animalia","Arthropoda","Insecta","Trichoptera","Ecnomidae","sp.","sp.1_Ecnomidae",1587736800
"218",2020,4,26,"Animalia","Arthropoda","Arthropoda","Coleoptera","Coccinellidae","Coelophora","inaequalis",1587823200
"405",2020,4,26,"Animalia","Arthropoda","Insecta","Diptera","Syrphidae","Eupeodes","sp.1_Eupeodes",1587823200
"411",2020,4,26,"Animalia","Arthropoda","Arthropoda","Diptera","Tipulidae","Nephrotoma","australasiae",1587823200
"711",2020,4,26,"Animalia","Arthropoda","Insecta","Lepidoptera","Erebidae","Oraesia","emarginata",1587823200
"761",2020,4,26,"Animalia","Arthropoda","Arthropoda","Lepidoptera","Geometridae","Ectropis","bhurmitra",1587823200
"807",2020,4,26,"Animalia","Arthropoda","Insecta","Lepidoptera","Lycaenidae","Leptotes","plinius",1587823200
"1",2020,4,27,"Animalia","Chordata","Chordata","Anura","Limnodynastidae","Limnodynastes","peronii",1587909600
"2",2020,4,27,"Animalia","Chordata","Chordata","Anura","Pelodryadidae","Ranoidea","caerulea",1587909600
"6",2020,4,27,"Animalia","Arthropoda","Arachnida","Acarina","sp. 3","sp.","sp. 3_Acarina",1587909600
"149",2020,4,27,"Animalia","Arthropoda","Diplopoda","Polydesmida","Haplodesmidae","sp.","sp.1_Haplodesmidae",1587909600
"160",2020,4,27,"Fungi","Basidiomycota","Agaricomycetes","Agaricales","Psathyrellaceae","Coprinopsis","sp.1_Coprinopsis",1587909600
"221",2020,4,27,"Animalia","Arthropoda","Arthropoda","Coleoptera","Coccinellidae","Hippodamia","variegata",1587909600
"222",2020,4,27,"Animalia","Arthropoda","Arthropoda","Coleoptera","Coccinellidae","Illeis","galbula",1587909600
"317",2020,4,27,"Animalia","Arthropoda","Insecta","Diptera","Chironomidae","sp.","sp.4_Chironomidae",1587909600
"512",2020,4,27,"Animalia","Arthropoda","Insecta","Hymenoptera","Chalcididae","Proconeura","sp.1_Proconeura",1587909600
"518",2020,4,27,"Animalia","Arthropoda","Insecta","Hymenoptera","Colletidae","Leioproctus","sp.1_Leioproctus",1587909600
"538",2020,4,27,"Animalia","Arthropoda","Insecta","Hymenoptera","Formicidae","Paratrechina","longicornis",1587909600
"630",2020,4,27,"Animalia","Arthropoda","Insecta","Lepidoptera","Crambidae","Hyalobathra","crenulata",1587909600
"732",2020,4,27,"Animalia","Arthropoda","Insecta","Lepidoptera","Euteliidae","Lophoptera","vittigera",1587909600
"1016",2020,4,27,"Animalia","Arthropoda","Insecta","Lepidoptera","Tortricidae","Helictophanes","sp.1_Helictophanes",1587909600
"1060",2020,4,27,"Animalia","Arthropoda","Insecta","Orthoptera","Acrididae","Valanga","irregularis",1587909600
"28",2020,4,28,"Animalia","Arthropoda","Arachnida","Araneae","Desidae","sp.","sp.1_Desidae",1587996000
"42",2020,4,28,"Animalia","Arthropoda","Arthropoda","Araneae","Salticidae","Hypoblemum","griseum",1587996000
"140",2020,4,28,"Animalia","Arthropoda","Arthropoda","Scolopendromorpha","Scolopendridae","Rhysida","nuda",1587996000
"146",2020,4,28,"Animalia","Arthropoda","Malacostraca","Isopoda","Armadillidae","sp.","sp.1_Armadillidae",1587996000
"153",2020,4,28,"Animalia","Arthropoda","Diplopoda","#N/A","sp.","sp.","sp.1_Diplopoda",1587996000
"174",2020,4,28,"Animalia","Mollusca","Mollusca","Systellommatophora","Veronicellidae","Sarasinula","plebeia",1587996000
"200",2020,4,28,"Animalia","Arthropoda","Insecta","Coleoptera","Carabidae","Perigona","sp.1_Perigona",1587996000
"228",2020,4,28,"Animalia","Arthropoda","Insecta","Coleoptera","Curculionidae","Cossoninae","sp.1_Cossoninae",1587996000
"229",2020,4,28,"Animalia","Arthropoda","Insecta","Coleoptera","Curculionidae","Cossoninae","sp.2_Cossoninae",1587996000
"242",2020,4,28,"Animalia","Arthropoda","Insecta","Coleoptera","Erotylidae","Cryptophilus","sp.1_Cryptophilus",1587996000
"265",2020,4,28,"Animalia","Arthropoda","Insecta","Coleoptera","Scarabaeidae","Semanopterus","sp.1_Semanopterus",1587996000
"310",2020,4,28,"Animalia","Arthropoda","Insecta","Diptera","Ceratopogonidae","Culicoides","marmoratus",1587996000
"373",2020,4,28,"Animalia","Arthropoda","Insecta","Diptera","Muscidae","sp.","sp.1_Muscidae",1587996000
"501",2020,4,28,"Animalia","Arthropoda","Insecta","Hymenoptera","Apidae","Xylocopa","sp.1_Xylocopa",1587996000
"537",2020,4,28,"Animalia","Arthropoda","Insecta","Hymenoptera","Formicidae","Paraparatrechina","sp.1_Paraparatrechina",1587996000
"546",2020,4,28,"Animalia","Arthropoda","Insecta","Hymenoptera","Ichneumonidae","Anacis","cf.",1587996000
"758",2020,4,28,"Animalia","Arthropoda","Insecta","Lepidoptera","Geometridae","Cosymbinii","sp.1_Cosymbinii",1587996000
"776",2020,4,28,"Animalia","Arthropoda","Arthropoda","Lepidoptera","Geometridae","Perixera","griseata",1587996000
"975",2020,4,28,"Animalia","Arthropoda","Insecta","Lepidoptera","Pyraloidea","sp.","sp.1_Pyraloidea",1587996000
"30",2020,4,29,"Animalia","Arthropoda","Arachnida","Araneae","Linyphiidae","Laperousea","sp.1_Laperousea",1588082400
"514",2020,4,29,"Animalia","Arthropoda","Insecta","Hymenoptera","Chalcididae","Dirhinus","sp.1_Dirhinus",1588082400
"797",2020,4,29,"Animalia","Arthropoda","Insecta","Lepidoptera","Hesperiidae","Cephrenes","augiades",1588082400
"850",2020,4,29,"Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Mythimna","convecta",1588082400
"31",2020,4,30,"Animalia","Arthropoda","Arachnida","Araneae","Linyphiidae","sp.","sp.1_Linyphiidae",1588168800
"60",2020,4,30,"Animalia","Arthropoda","Arthropoda","Araneae","Uloboridae","Philoponella","variabilis",1588168800
"68",2020,4,30,"Animalia","Arthropoda","Arachnida","Trombidiformes","Tetranychidae","Panonychus","ulmi",1588168800
"208",2020,4,30,"Animalia","Arthropoda","Insecta","Coleoptera","Cerambycidae","Pterolophia","sp.1_Pterolophia",1588168800
"226",2020,4,30,"Animalia","Arthropoda","Insecta","Coleoptera","Coccinellidae","Sticholotidinae","sp.1_Sticholotidinae",1588168800
"316",2020,4,30,"Animalia","Arthropoda","Insecta","Diptera","Chironomidae","sp.","sp.3_Chironomidae",1588168800
"332",2020,4,30,"Animalia","Arthropoda","Insecta","Diptera","Culicidae","Culex","australicus",1588168800
"333",2020,4,30,"Animalia","Arthropoda","Insecta","Diptera","Culicidae","Culex","edwardsi",1588168800
"338",2020,4,30,"Animalia","Arthropoda","Arthropoda","Diptera","Culicidae","Tripteroides","atripes",1588168800
"524",2020,4,30,"Animalia","Arthropoda","Insecta","Hymenoptera","Eulophidae","Subfamily","Entedoninae",1588168800
"560",2020,4,30,"Animalia","Arthropoda","Insecta","Hymenoptera","Ichneumonidae","Subfam.","Agathidinae",1588168800
"1100",2020,4,30,"Animalia","Chordata","Mammalia","Rodentia","Muridae","Rattus","sp.1_Rattus",1588168800
"114",2020,5,1,"Animalia","Chordata","Chordata","Psittaciformes","Cacatuidae","Cacatua","galerita",1588255200
"123",2020,5,1,"Animalia","Chordata","Chordata","Gruiformes","Rallidae","Gallinula","tenebrosa",1588255200
"531",2020,5,1,"Animalia","Arthropoda","Insecta","Hymenoptera","Formicidae","Camponotus","humilior",1588255200
"544",2020,5,1,"Animalia","Arthropoda","Insecta","Hymenoptera","Formicidae","Tetraponera","punctulata",1588255200
"545",2020,5,1,"Animalia","Arthropoda","Insecta","Hymenoptera","Gasteruptiidae","Gasteruption","sp.1_Gasteruption",1588255200
"876",2020,5,1,"Animalia","Arthropoda","Insecta","Lepidoptera","Nolidae","Etanna","breviuscula",1588255200
"1056",2020,5,1,"Animalia","Arthropoda","Arthropoda","Odonata","Coenagrionidae","Agriocnemis","pygmaea",1588255200
"1059",2020,5,1,"Animalia","Arthropoda","Arthropoda","Odonata","Libelullidae","Diplacodes","bipunctata",1588255200
"456",2020,5,2,"Animalia","Arthropoda","Insecta","Hemiptera","Flatidae","sp.","sp.1_Flatidae",1588341600
"460",2020,5,2,"Animalia","Arthropoda","Insecta","Hemiptera","Issidae","sp.","sp.2_Issidae",1588341600
"487",2020,5,2,"Animalia","Arthropoda","Insecta","Hemiptera","Rhopalidae","Leptocoris","mitellatus",1588341600
"521",2020,5,2,"Animalia","Arthropoda","Insecta","Hymenoptera","Encyrtidae","sp.","sp.2_Encyrtidae",1588341600
"570",2020,5,2,"Animalia","Arthropoda","Insecta","Hymenoptera","Platygastridae","Trissolcus","cf.",1588341600
"806",2020,5,2,"Animalia","Arthropoda","Arthropoda","Lepidoptera","Lycaenidae","Euchrysops","cnejus",1588341600
"808",2020,5,2,"Animalia","Arthropoda","Insecta","Lepidoptera","Lycaenidae","Nacaduba","berenice",1588341600
"126",2020,5,3,"Animalia","Chordata","Chordata","Pelecaniformes","Phalacrocoracidae","Microcarbo","melanoleucos",1588428000
"224",2020,5,3,"Animalia","Arthropoda","Insecta","Coleoptera","Coccinellidae","Rhyzobius","sp.1_Rhyzobius",1588428000
"276",2020,5,3,"Animalia","Arthropoda","Insecta","Coleoptera","Staphylinidae","Anotylus","sp.1_Anotylus",1588428000
"341",2020,5,3,"Animalia","Arthropoda","Insecta","Diptera","Dolichopodidae","Sciapodinae;","possibly",1588428000
"376",2020,5,3,"Animalia","Arthropoda","Insecta","Diptera","Phoridae","Conicera","tibialis",1588428000
"424",2020,5,3,"Animalia","Arthropoda","Insecta","Hemiptera","Cicadellidae","Balclutha","rubrostriata",1588428000
"434",2020,5,3,"Animalia","Arthropoda","Insecta","Hemiptera","Cicadellidae","Neovulturnus","sp.1_Neovulturnus",1588428000
