"","eventDate","kingdom","phylum","class","order","family","genus","species","month","day","year"
"4386","2017-03-31T13:00:00Z","Animalia","Chordata","Mammalia","Diprotodontia","Phascolarctidae","Phascolarctos","Phascolarctos cinereus",4,1,2017
"4688","2018-04-30T14:00:00Z","Animalia","Chordata","Mammalia","Diprotodontia","Phascolarctidae","Phascolarctos","Phascolarctos cinereus",5,1,2018
"4750","2017-03-31T13:00:00Z","Animalia","Chordata","Mammalia","Diprotodontia","Phascolarctidae","Phascolarctos","Phascolarctos cinereus",4,1,2017
"4789","2018-04-30T14:00:00Z","Animalia","Chordata","Mammalia","Diprotodontia","Phascolarctidae","Phascolarctos","Phascolarctos cinereus",5,1,2018
"5064","2018-04-30T14:00:00Z","Animalia","Chordata","Mammalia","Diprotodontia","Phascolarctidae","Phascolarctos","Phascolarctos cinereus",5,1,2018
"5253","2021-03-23T08:32:00Z","Animalia","Chordata","Mammalia","Diprotodontia","Phalangeridae","Trichosurus","Trichosurus vulpecula",3,23,2021
"5887","2021-03-05T06:33:00Z","Plantae","Charophyta","Equisetopsida","Ericales","Primulaceae","Aegiceras","Aegiceras corniculatum",3,5,2021
"5986","2020-09-10T01:20:00Z","Animalia","Chordata","Aves","Anseriformes","Anseranatidae","Anseranas","Anseranas semipalmata",9,10,2020
"7001","2020-12-26T02:24:00Z","Animalia","Arthropoda","Insecta","Odonata","Coenagrionidae","Ischnura","Ischnura heterosticta",12,26,2020
"7080","2018-03-13T01:21:00Z","Plantae","Charophyta","Equisetopsida","Asterales","Asteraceae","Bidens","Bidens pilosa",3,13,2018
"7198","2019-06-18T02:57:00Z","Animalia","Chordata","Aves","Cuculiformes","Cuculidae","Cacomantis","Cacomantis flabelliformis",6,18,2019
"7425","2019-12-14T22:38:00Z","Animalia","Chordata","Aves","Passeriformes","Meliphagidae","Manorina","Manorina melanocephala",12,15,2019
"7467","2021-03-18T05:26:00Z","Animalia","Arthropoda","Insecta","Diptera","Muscidae","Coenosia","",3,18,2021
"8157","2021-03-25T21:39:00Z","Plantae","Charophyta","Equisetopsida","Malpighiales","Phyllanthaceae","Cleistanthus","Cleistanthus cunninghamii",3,26,2021
"8266","2020-09-25T02:25:00Z","Animalia","Arthropoda","Insecta","Hymenoptera","Formicidae","Camponotus","Camponotus froggatti",9,25,2020
"8640","2021-03-13T23:54:00Z","Animalia","Arthropoda","Insecta","Lepidoptera","Pieridae","Appias","Appias paulina",3,14,2021
"18364","2021-01-09T21:41:00Z","Animalia","Arthropoda","Insecta","Hemiptera","Monophlebidae","Icerya","",1,10,2021
"18405","2020-09-19T03:38:00Z","Animalia","Arthropoda","Insecta","Thysanoptera","Phlaeothripidae","","",9,19,2020
"18489","2020-07-10T04:48:00Z","Plantae","Charophyta","Equisetopsida","","Pteridaceae","Acrostichum","Acrostichum speciosum",7,10,2020
"18512","2020-10-10T04:31:00Z","Plantae","Charophyta","Equisetopsida","Asterales","Asteraceae","Wollastonia","Wollastonia uniflora",10,10,2020
"18558","2020-06-05T23:30:00Z","Plantae","Charophyta","Equisetopsida","Malpighiales","Euphorbiaceae","Excoecaria","Excoecaria agallocha",6,6,2020
"18797","2018-09-05T07:06:00Z","Animalia","Arthropoda","Insecta","Coleoptera","Coccinellidae","Halmus","Halmus chalybeus",9,5,2018
"18821","2016-06-13T16:43:00Z","Animalia","Chordata","Mammalia","Diprotodontia","Macropodidae","Macropus","Macropus giganteus",6,14,2016
"18823","2015-01-09T21:04:00Z","Animalia","Chordata","Aves","Passeriformes","Artamidae","Artamus","Artamus leucorynchus",1,10,2015
"18827","2020-07-07T06:20:00Z","Animalia","Chordata","Aves","Passeriformes","Monarchidae","Grallina","Grallina cyanoleuca",7,7,2020
"18918","2021-03-26T02:17:00Z","Plantae","Charophyta","Equisetopsida","Asterales","Asteraceae","Cyanthillium","Cyanthillium cinereum",3,26,2021
"18997","2020-03-15T04:27:00Z","Animalia","Arthropoda","Insecta","Hymenoptera","Formicidae","Meranoplus","Meranoplus hirsutus",3,15,2020
"19021","2019-12-22T01:11:00Z","Plantae","Charophyta","Equisetopsida","Myrtales","Myrtaceae","Eucalyptus","Eucalyptus tereticornis",12,21,2019
"19097","2016-04-06T14:00:00Z","Fungi","Basidiomycota","Agaricomycetes","Hymenochaetales","Hymenochaetaceae","","",4,7,2016
"19298","2019-11-30T23:01:00Z","Plantae","Charophyta","Equisetopsida","Myrtales","Myrtaceae","Eucalyptus","Eucalyptus tereticornis",12,1,2019
"19304","2021-01-16T22:55:00Z","Animalia","Arthropoda","Insecta","Odonata","Coenagrionidae","Austroagrion","Austroagrion watsoni",1,17,2021
"19354","2021-03-13T21:23:00Z","Animalia","Chordata","Aves","Ciconiiformes","Ardeidae","Ardea","Ardea ibis",3,14,2021
"19355","2020-01-17T21:18:00Z","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Agaricaceae","Leucocoprinus","Leucocoprinus birnbaumii",1,18,2020
"19361","2017-10-29T04:19:00Z","Plantae","Charophyta","Equisetopsida","Apiales","Araliaceae","Hydrocotyle","Hydrocotyle acutiloba",10,29,2017
"19381","2017-12-01T03:35:00Z","Animalia","Chordata","Aves","Passeriformes","Meliphagidae","Lichmera","Lichmera indistincta",12,1,2017
"19406","2020-03-17T13:00:00Z","Animalia","Arthropoda","Insecta","Lepidoptera","Pieridae","Catopsilia","Catopsilia pomona",3,18,2020
"19523","2021-01-04T00:24:00Z","Animalia","Arthropoda","Insecta","Hymenoptera","Formicidae","Polyrhachis","Polyrhachis ammon",1,4,2021
"19536","2021-04-04T23:15:00Z","Animalia","Arthropoda","Insecta","Hymenoptera","Braconidae","","",4,5,2021
"19577","2021-04-02T00:48:00Z","Animalia","Arthropoda","Insecta","Diptera","Calliphoridae","Lucilia","",4,2,2021
"19592","2018-10-24T03:51:00Z","Animalia","Arthropoda","Insecta","Hemiptera","Rhopalidae","Leptocoris","",10,24,2018
"19639","2018-01-06T21:18:00Z","Animalia","Arthropoda","Insecta","Diptera","Syrphidae","Episyrphus","",1,7,2018
"19704","2021-01-07T10:45:00Z","Fungi","Basidiomycota","Agaricomycetes","Phallales","Phallaceae","Colus","Colus pusillus",1,7,2021
"19705","2021-03-13T23:20:00Z","Animalia","Chordata","Aves","Galliformes","Megapodiidae","Alectura","Alectura lathami",3,14,2021
"19737","2020-12-31T09:14:00Z","Animalia","Chordata","Reptilia","Squamata","Agamidae","Intellagama","Intellagama lesueurii",12,31,2020
"19912","2020-07-01T01:10:00Z","Animalia","Chordata","Aves","Passeriformes","Maluridae","Malurus","Malurus melanocephalus",7,1,2020
"20139","2020-04-16T01:36:00Z","Animalia","Arthropoda","Arachnida","Araneae","Salticidae","Mopsus","Mopsus mormon",4,16,2020
"20156","2020-04-11T22:36:00Z","Plantae","Charophyta","Equisetopsida","Polypodiales","Polypodiaceae","Platycerium","Platycerium bifurcatum",4,12,2020
"520","2010-12-16T13:00:00Z","Animalia","Chordata","Mammalia","Chiroptera","Pteropodidae","Pteropus","Pteropus poliocephalus",12,17,2010
"550","2012-09-21T14:00:00Z","Animalia","Chordata","Aves","Passeriformes","Meliphagidae","Meliphaga","Meliphaga lewinii",9,22,2012
"625","2015-09-12T14:00:00Z","Animalia","Chordata","Aves","Gruiformes","Rallidae","Gallirallus","Gallirallus philippensis",9,13,2015
"658","2010-09-16T14:00:00Z","Animalia","Chordata","Mammalia","Chiroptera","Pteropodidae","Pteropus","Pteropus alecto",9,17,2010
"716","2012-09-08T14:00:00Z","Animalia","Chordata","Reptilia","Squamata","Agamidae","Intellagama","Intellagama lesueurii",9,9,2012
"1447","2017-01-02T13:00:00Z","Animalia","Chordata","Amphibia","Anura","Hylidae","Litoria","Litoria caerulea",1,3,2017
"1566","2017-07-24T14:00:00Z","Animalia","Chordata","Aves","Falconiformes","Accipitridae","Pandion","Pandion cristatus",7,25,2017
"1977","2010-05-20T14:00:00Z","Animalia","Chordata","Mammalia","Chiroptera","Pteropodidae","Pteropus","Pteropus alecto",5,21,2010
"3193","2013-04-21T14:00:00Z","Animalia","Chordata","Actinopterygii","Anguilliformes","Anguillidae","Anguilla","Anguilla reinhardtii",4,22,2013
"3503","2014-08-01T14:00:00Z","Animalia","Chordata","Mammalia","Carnivora","Canidae","Vulpes","Vulpes vulpes",8,2,2014
"3741","2011-05-20T14:00:00Z","Animalia","Chordata","Mammalia","Chiroptera","Pteropodidae","Pteropus","Pteropus alecto",5,21,2011
"4729","2017-03-31T13:00:00Z","Animalia","Chordata","Mammalia","Diprotodontia","Phascolarctidae","Phascolarctos","Phascolarctos cinereus",4,1,2017
"4927","2018-04-30T14:00:00Z","Animalia","Chordata","Mammalia","Diprotodontia","Phascolarctidae","Phascolarctos","Phascolarctos cinereus",5,1,2018
"4978","2018-04-30T14:00:00Z","Animalia","Chordata","Mammalia","Diprotodontia","Phascolarctidae","Phascolarctos","Phascolarctos cinereus",5,1,2018
"5452","2020-12-18T20:32:00Z","Plantae","Charophyta","Equisetopsida","Myrtales","Myrtaceae","Lophostemon","Lophostemon confertus",12,19,2020
"5893","2021-03-29T04:21:00Z","Animalia","Arthropoda","Insecta","Lepidoptera","","","",3,29,2021
"5897","2021-03-25T03:11:00Z","Animalia","Arthropoda","Insecta","Hymenoptera","Formicidae","","",3,25,2021
"5996","2021-03-31T05:49:00Z","Animalia","Arthropoda","Insecta","Diptera","Calliphoridae","Lucilia","Lucilia sericata",3,31,2021
"6019","2021-03-25T23:10:00Z","Animalia","Arthropoda","Insecta","Lepidoptera","Geometridae","Epidesmia","Epidesmia tryxaria",3,26,2021
"6023","2019-03-26T04:58:00Z","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Amanitaceae","Amanita","",3,26,2019
"7179","2021-03-15T23:28:00Z","Animalia","Chordata","Aves","Ciconiiformes","Threskiornithidae","Threskiornis","Threskiornis moluccus",3,16,2021
"7340","2014-12-26T13:00:00Z","Animalia","Chordata","Aves","Gruiformes","Rallidae","Fulica","Fulica atra",12,27,2014
"7521","2021-03-05T11:45:00Z","Animalia","Chordata","Amphibia","Anura","Bufonidae","Rhinella","Rhinella marina",3,5,2021
"8047","2020-03-07T23:52:00Z","Animalia","Arthropoda","Insecta","Lepidoptera","Pieridae","Belenois","Belenois java",3,8,2020
"8050","2019-03-20T05:32:00Z","Animalia","Arthropoda","Insecta","Hymenoptera","Formicidae","","",3,20,2019
"8054","2019-06-05T05:38:00Z","Animalia","Arthropoda","Insecta","Diptera","Chloropidae","Thaumatomyia","",6,5,2019
"8125","2019-12-13T22:05:00Z","Animalia","Arthropoda","Insecta","Diptera","Platystomatidae","","",12,14,2019
"8733","2021-03-27T23:06:00Z","Animalia","Arthropoda","Insecta","Hemiptera","Cicadellidae","Neovulturnus","",3,28,2021
"18352","2016-10-26T04:59:00Z","Animalia","Arthropoda","Insecta","Hymenoptera","Colletidae","","",10,26,2016
"18360","2020-01-17T00:52:00Z","Animalia","Chordata","Reptilia","Squamata","Pythonidae","Morelia","Morelia spilota",1,17,2020
"18362","2020-06-28T22:32:00Z","Animalia","Arthropoda","Insecta","Hemiptera","Aphididae","","",6,29,2020
"18375","2020-01-05T00:29:00Z","Plantae","Charophyta","Equisetopsida","Malpighiales","Euphorbiaceae","Mallotus","Mallotus philippensis",1,5,2020
"18383","2020-01-20T08:24:00Z","Animalia","Arthropoda","Insecta","Lepidoptera","Sphingidae","Eupanacra","Eupanacra splendens",1,20,2020
"18395","2018-10-24T23:41:00Z","Animalia","Arthropoda","Arachnida","Araneae","Salticidae","Omoedus","Omoedus orbiculatus",10,25,2018
"18409","2011-01-14T00:52:00Z","Animalia","Arthropoda","Insecta","Odonata","Libellulidae","Orthetrum","Orthetrum villosovittatum",1,14,2011
"18477","2020-07-25T05:55:00Z","Plantae","Charophyta","Equisetopsida","Sapindales","Meliaceae","Owenia","Owenia venosa",7,25,2020
"18573","2016-03-10T13:00:00Z","Animalia","Arthropoda","Insecta","Lepidoptera","Erebidae","","",3,11,2016
"18661","2018-09-07T14:00:00Z","Animalia","Chordata","Aves","Anseriformes","Anatidae","Chenonetta","Chenonetta jubata",9,8,2018
"18713","2021-04-02T01:31:00Z","Animalia","Arthropoda","Arachnida","Araneae","Thomisidae","Thomisus","Thomisus spectabilis",4,2,2021
"18746","2020-03-27T16:50:00Z","Animalia","Chordata","Aves","Passeriformes","Dicruridae","Dicrurus","Dicrurus bracteatus",3,27,2020
"18785","2020-04-20T11:14:00Z","Animalia","Arthropoda","Arachnida","Araneae","Salticidae","","",4,20,2020
"18819","2020-04-12T00:20:00Z","Animalia","Chordata","Aves","Passeriformes","Pachycephalidae","Colluricincla","Colluricincla megarhyncha",4,12,2020
"18961","2018-10-28T10:30:00Z","Plantae","Charophyta","Equisetopsida","Gentianales","Apocynaceae","Gomphocarpus","Gomphocarpus physocarpus",10,28,2018
"18980","2019-01-26T18:23:00Z","Animalia","Chordata","Mammalia","Diprotodontia","Phalangeridae","Trichosurus","Trichosurus vulpecula",1,27,2019
"18995","2021-03-28T21:09:00Z","Fungi","Basidiomycota","Agaricomycetes","Phallales","Phallaceae","Colus","Colus pusillus",3,29,2021
"19027","2021-03-28T00:51:00Z","Animalia","Arthropoda","Insecta","Lepidoptera","Hesperiidae","Cephrenes","Cephrenes augiades",3,28,2021
"19070","2013-03-31T03:22:00Z","Animalia","Arthropoda","Insecta","Lepidoptera","Lasiocampidae","","",3,31,2013
"19154","2020-09-08T05:56:00Z","Animalia","Chordata","Aves","Passeriformes","Meliphagidae","Lichmera","Lichmera indistincta",9,8,2020
"19161","2020-12-08T07:19:00Z","Plantae","Charophyta","Equisetopsida","Fabales","Fabaceae","Sesbania","Sesbania cannabina",12,8,2020
"19174","2020-12-18T21:25:00Z","Animalia","Arthropoda","Insecta","Lepidoptera","Papilionidae","Papilio","Papilio aegeus",12,19,2020
"19179","2021-01-27T01:16:00Z","Plantae","Charophyta","Equisetopsida","Santalales","Santalaceae","Notothixos","Notothixos incanus",1,27,2021
"19205","2020-03-14T21:24:00Z","Animalia","Arthropoda","Insecta","Hymenoptera","Formicidae","Rhytidoponera","Rhytidoponera anceps",3,15,2020
"19314","2020-09-20T00:13:00Z","Animalia","Arthropoda","Insecta","Odonata","Megapodagrionidae","Austroargiolestes","Austroargiolestes icteromelas",9,20,2020
"19327","2021-01-02T23:07:00Z","Animalia","Chordata","Aves","Ciconiiformes","Ardeidae","Egretta","Egretta garzetta",1,3,2021
"19334","2019-06-02T02:48:00Z","Animalia","Chordata","Aves","Passeriformes","Rhipiduridae","Rhipidura","Rhipidura albiscapa",6,2,2019
"19340","2020-07-11T02:08:00Z","Plantae","Charophyta","Equisetopsida","Piperales","Piperaceae","Piper","Piper hederaceum",7,11,2020
"19343","2019-10-20T21:10:00Z","Animalia","Chordata","Reptilia","Squamata","Agamidae","Intellagama","Intellagama lesueurii",10,21,2019
"19626","2020-06-23T01:19:00Z","Animalia","Chordata","Aves","Charadriiformes","Laridae","Chroicocephalus","Chroicocephalus novaehollandiae",6,23,2020
"19654","2020-12-05T22:07:00Z","Animalia","Chordata","Aves","Pelecaniformes","Phalacrocoracidae","Microcarbo","Microcarbo melanoleucos",12,6,2020
"19944","2020-04-07T14:00:00Z","Animalia","Chordata","Aves","Gruiformes","Rallidae","Gallinula","Gallinula tenebrosa",4,8,2020
"19974","2019-12-18T07:34:00Z","Plantae","Charophyta","Equisetopsida","Malpighiales","Euphorbiaceae","Excoecaria","Excoecaria agallocha",12,18,2019
"19995","2019-07-01T04:29:00Z","Animalia","Arthropoda","Insecta","Hymenoptera","Formicidae","Polyrhachis","Polyrhachis aurea",7,1,2019
"20065","2020-07-31T02:33:00Z","Animalia","Chordata","Aves","Ciconiiformes","Ardeidae","Egretta","Egretta garzetta",7,31,2020
"20083","2020-10-07T05:58:00Z","Animalia","Chordata","Aves","Anseriformes","Anatidae","Dendrocygna","Dendrocygna arcuata",10,7,2020
"20093","2019-01-19T16:27:00Z","Animalia","Chordata","Aves","Passeriformes","Meliphagidae","Entomyzon","Entomyzon cyanotis",1,19,2019
"20334","2020-03-30T00:08:00Z","Animalia","Chordata","Aves","Passeriformes","Cisticolidae","Cisticola","Cisticola exilis",3,30,2020
"354","2010-03-01T13:00:00Z","Animalia","Chordata","Amphibia","Anura","Limnodynastidae","Limnodynastes","Limnodynastes peronii",3,2,2010
"536","2010-09-16T14:00:00Z","Animalia","Chordata","Mammalia","Chiroptera","Pteropodidae","Pteropus","Pteropus poliocephalus",9,17,2010
"545","2012-03-01T13:00:00Z","Animalia","Chordata","Amphibia","Anura","Myobatrachidae","Uperoleia","Uperoleia fusca",3,2,2012
"1243","2014-10-23T13:00:00Z","Animalia","Chordata","Aves","Charadriiformes","Haematopodidae","Haematopus","Haematopus longirostris",10,24,2014
"1397","2011-04-20T14:00:00Z","Animalia","Chordata","Actinopterygii","Perciformes","Ambassidae","Ambassis","Ambassis agassizii",4,21,2011
"1465","2013-10-10T13:00:00Z","Animalia","Chordata","Actinopterygii","Anguilliformes","Anguillidae","Anguilla","Anguilla australis",10,11,2013
"1659","2015-01-03T13:00:00Z","Animalia","Chordata","Aves","Passeriformes","Megaluridae","Megalurus","Megalurus timoriensis",1,4,2015
"1787","2011-01-05T13:00:00Z","Animalia","Chordata","Amphibia","Anura","Limnodynastidae","Limnodynastes","Limnodynastes peronii",1,6,2011
"1934","2015-01-03T13:00:00Z","Animalia","Chordata","Aves","Passeriformes","Pachycephalidae","Colluricincla","Colluricincla harmonica",1,4,2015
"2123","2013-10-13T13:00:00Z","Animalia","Chordata","Actinopterygii","Atheriniformes","Atherinidae","Craterocephalus","Craterocephalus stercusmuscarum",10,14,2013
"2221","2011-04-16T14:00:00Z","Animalia","Chordata","Mammalia","Chiroptera","Pteropodidae","Pteropus","Pteropus alecto",4,17,2011
"2361","2012-10-07T13:00:00Z","Animalia","Chordata","Actinopterygii","Perciformes","Eleotridae","Hypseleotris","Hypseleotris galii",10,8,2012
"2479","2010-10-29T13:00:00Z","Animalia","Chordata","Aves","Passeriformes","Meliphagidae","Manorina","Manorina melanocephala",10,30,2010
"3214","2013-05-10T14:00:00Z","Animalia","Chordata","Aves","Passeriformes","Monarchidae","Grallina","Grallina cyanoleuca",5,11,2013
"3883","2013-11-13T13:00:00Z","Animalia","Chordata","Amphibia","Anura","Hylidae","Litoria","Litoria nasuta",11,14,2013
"4056","2015-11-04T13:00:00Z","Animalia","Chordata","Aves","Gruiformes","Rallidae","Lewinia","Lewinia pectoralis",11,5,2015
"4232","2013-05-10T14:00:00Z","Animalia","Chordata","Aves","Gruiformes","Rallidae","Fulica","Fulica atra",5,11,2013
